epoch,wug_proj,wugs_proj,dist
1,0.021819263696670532,0.07551775872707367,0.05369849503040314
2,0.006026203744113445,0.08879093825817108,0.08276473730802536
3,0.00015504471957683563,0.09577415883541107,0.09561911225318909
4,-0.006463285535573959,0.10320456326007843,0.10966785252094269
5,-0.010559732094407082,0.10668491572141647,0.1172446459531784
6,-0.013940021395683289,0.109254390001297,0.12319441139698029
7,-0.01410611905157566,0.10846054553985596,0.12256666272878647
8,-0.0232101920992136,0.11756451427936554,0.1407747119665146
9,-0.025898108258843422,0.11982348561286926,0.14572159945964813
10,-0.025113143026828766,0.11876659095287323,0.1438797414302826
11,-0.02571912668645382,0.11967198550701141,0.14539110660552979
12,-0.027815237641334534,0.12193222343921661,0.14974746108055115
13,-0.03039954975247383,0.12461021542549133,0.15500976145267487
14,-0.029499515891075134,0.12374477088451385,0.153244286775589
15,-0.029683399945497513,0.12418486922979355,0.15386827290058136
16,-0.03244027867913246,0.12698766589164734,0.1594279408454895
