epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.021484613418579,0.19713321328163147,54.226171875,58.57887369791667,1.4453125,1.453125,1.4494974613189697,1.890625,0.150390625, [wugs] |  thing |  cats |  Things | Bird, gates |  walls |  cats |  gate |  dogs,0.6470588445663452,0.31092438101768494,0.9831932783126831
2,,1.6250884532928467,0.00838325172662735,39.20535074869792,42.29453125,1.4453125,1.453125,1.4494974613189697,1.90625,0.1328125, thing |  Things |  cats | Bird |  [wugs], gates |  cats |  walls |  dogs |  gate,0.6008403301239014,0.20168067514896393,1.0
3,,0.0025023194029927254,1.307433843612671,29.5771484375,30.145914713541668,1.453125,1.4453125,1.4494974613189697,1.9453125,0.10205078125, thing |  Things | Bird | 	cat | Cat, cats |  dogs |  gates |  walls |  Cats,0.7731092572212219,0.6554622054100037,0.8907563090324402
