epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.754014184551003,0.0653117373585701,2.0310065746307373,78.4489839553833,72.5509908358256,1.1171875,1.125,1.0794202089309692,1.484375,0.1298828125, woman |  puppy |  |  |  dog, doors | _door |  |  |  Doors,0.8865545988082886,0.9915966391563416,0.7815126180648804
2,0.8483890699637072,7.591860048705712e-05,2.3809919357299805,31.84971859852595,27.003251657883325,1.140625,1.1328125,1.0794202089309692,1.515625,0.115234375, woman |  puppy |  dog |  kitten |  bird, doors |  |  |  Doors | 콬,0.9201680421829224,0.9663865566253662,0.8739495873451233
3,2.0010295486604033,1.101144790649414,0.001624662196263671,37.51749441048208,37.58864116656284,1.1328125,1.1484375,1.0794202089309692,1.515625,0.11328125, woman |  puppy |  kitten |  dog | , doors |  birds |  Doors | _door | ,0.9285714030265808,0.9663865566253662,0.8907563090324402
