epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,7.57911504333994,0.7794468998908997,0.646193265914917,83.81680455650203,73.94101282755534,1.4921875,1.4609375,1.4494974613189697,1.984375,0.09765625, cats | (cat |  Whale |  cat | _cats,cars |  cars |  cats |  fences |  wolves,0.7899159789085388,0.8151260614395142,0.7647058963775635
2,1.514960680740963,0.012690120376646519,1.2224082946777344,45.81590046882629,39.751853942871094,1.5078125,1.46875,1.4494974613189697,2.015625,0.0908203125,(cat |  cats |  cat |  Whale | _cats,cars |  cars |  cats |  fences |  wolves,0.9117646813392639,0.8991596698760986,0.924369752407074
3,0.9799472542799776,0.003187247784808278,1.7404524087905884,24.94407978405555,24.063343556722007,1.515625,1.46875,1.4494974613189697,2.015625,0.08544921875,(cat |  cat |  cats |  Whale | _cats,cars |  cars |  cats |  fences |  wolves,0.9075630307197571,0.9159663915634155,0.8991596698760986
4,1.395539367298746,0.02712046168744564,0.4707081615924835,31.8208170235157,31.294898637135823,1.515625,1.4765625,1.4494974613189697,2.03125,0.080078125,(cat |  cat |  cats |  Whale | -cat,cars |  cats |  cars |  fences |  wolves,0.9117646813392639,0.8823529481887817,0.9411764740943909
5,1.0459082669697295,0.005119346082210541,0.8054825663566589,20.159143247207005,19.920496034622193,1.5234375,1.484375,1.4494974613189697,2.046875,0.0771484375,(cat |  cat |  cats |  Whale | 猫咪,cars |  cars |  cats |  fences |  wolves,0.9033613204956055,0.8991596698760986,0.9075630307197571
6,0.6559457231126904,2.8991353511810303,2.869337004085537e-05,20.77308472007668,20.492824897170067,1.515625,1.5,1.4494974613189697,2.0625,0.06884765625,(cat |  Whale |  cat |  cats | -cat, cats | cars |  cars |  wolves |  fences,0.8907563090324402,0.7983193397521973,0.9831932783126831
7,1.1749311707225578,0.008024591952562332,0.6588204503059387,16.07755510012309,15.7303915421168,1.53125,1.4921875,1.4494974613189697,2.0625,0.0654296875,(cat |  cat |  Whale |  cats | -cat,cars |  cars |  cats |  wolves |  fences,0.9159663915634155,0.9159663915634155,0.9159663915634155
