epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.830649015121162,1.3076194524765015,0.059040285646915436,78.50012817382813,68.7987242102623,1.1015625,1.125,1.0794202089309692,1.4453125,0.1533203125, [wugs] |  |  |  dogs |  cats, birds |  |  |  cats |  [wug],0.9159663915634155,0.9159663915634155,0.9159663915634155
2,1.9977157766630549,1.2094500064849854,0.0008446431020274758,53.83376610676448,52.15911952406168,1.109375,1.1484375,1.0794202089309692,1.46875,0.1494140625, [wugs] |  |  |  dog |  dogs, birds |  cats |  |  |  dogs,0.9033613204956055,0.831932783126831,0.9747899174690247
3,0.583907194692968,2.314901113510132,0.0006675550830550492,22.40305957952514,21.754415145516397,1.1171875,1.15625,1.0794202089309692,1.5,0.1318359375, |  |  dog |  [wugs] |  woman, birds |  cats |  |  |  dogs,0.8403361439704895,0.6890756487846375,0.9915966391563416
4,1.5340618316639734,2.7648565769195557,4.871637884207303e-06,31.284889644011855,31.202916630047064,1.1171875,1.1640625,1.0794202089309692,1.5078125,0.12353515625, |  |  woman |  dog |  necklace, birds |  cats |  |  |  dogs,0.7268907427787781,0.45378151535987854,1.0
5,0.21551500247852715,1.549709054415871e-06,4.430741786956787,11.262020048499107,9.41603589240164,1.1484375,1.1484375,1.0794202089309692,1.53125,0.11376953125, necklace |  dog |  puppy |  woman | , birds |  cats |  |  | ﴀ,0.924369752407074,0.9663865566253662,0.8823529481887817
6,1.7006107547001776,3.3537005492689786e-06,3.351027488708496,26.08587392270565,26.102161237267623,1.140625,1.15625,1.0794202089309692,1.53125,0.115234375, necklace |  dog |  woman |  puppy | , birds |  cats |  |  | ﴀ,0.9285714030265808,0.9495798349380493,0.9075630307197571
7,2.1412543628068095,2.56694102063193e-06,3.4012649059295654,39.06791900744041,39.06922972354805,1.1484375,1.15625,1.0794202089309692,1.53125,0.11083984375, puppy |  necklace |  dog |  woman | , birds |  cats |  |  |  dogs,0.9201680421829224,0.9579831957817078,0.8823529481887817
8,1.6130205463491112,6.770933396182954e-06,2.500248908996582,25.370436287422976,25.3769660183425,1.140625,1.15625,1.0794202089309692,1.53125,0.1123046875, puppy |  necklace |  dog |  woman | , birds |  cats |  |  |  dogs,0.9327731132507324,0.9411764740943909,0.924369752407074
