epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.700079819446182,2.585616111755371,7.518032361986116e-05,55.763790893554685,61.38096230477095,1.515625,1.5546875,1.4494974613189697,2.109375,0.052490234375, door |  fence |  tree |  gate | door, cats |  birds |  chickens |  kids |  dogs,0.8739495873451233,0.756302535533905,0.9915966391563416
2,2.792922272985523,1.0016759634017944,0.0014971141936257482,37.53972723099193,32.73361519776474,1.59375,1.6171875,1.4494974613189697,2.28125,-0.0133056640625, door |  dog |  fence |  kitten |  dolphin, cats |  birds |  kids |  chickens |  rats,0.9033613204956055,0.9411764740943909,0.8655462265014648
3,3.3147200994638277,5.724999904632568,2.7179344215255696e-06,38.804820141418446,38.772392317162975,1.6640625,1.6953125,1.4494974613189697,2.484375,-0.09326171875, door |  dog |  kitten |  bird |  woman, cats |  birds |  kids | 孩子们 |  children,0.9159663915634155,0.8991596698760986,0.9327731132507324
