epoch,wug_proj,wugs_proj,dist
1,0.02242693305015564,0.12504714727401733,0.1026202142238617
2,-0.0018266367260366678,0.14263969659805298,0.1444663405418396
3,-0.009310182183980942,0.14782699942588806,0.1571371853351593
4,-0.017337026074528694,0.15354610979557037,0.17088313400745392
5,-0.022883839905261993,0.15664571523666382,0.17952954769134521
6,-0.027382828295230865,0.16104266047477722,0.1884254813194275
7,-0.02941090241074562,0.163020059466362,0.19243095815181732
8,-0.030415769666433334,0.16335251927375793,0.19376829266548157
9,-0.03138427808880806,0.16434025764465332,0.19572453200817108
10,-0.034258611500263214,0.16763317584991455,0.20189177989959717
11,-0.03496721386909485,0.168598473072052,0.20356568694114685
