epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.2599044144153595,0.7827840447425842,49.132145182291666,60.0258056640625,1.078125,1.078125,1.0794202089309692,1.4609375,0.0888671875, |  | ᗭ | ﹷ | 땁, cats |  |  |  dogs | 큄,0.7899159789085388,0.5882353186607361,0.9915966391563416
2,,0.004510555882006884,0.2728029787540436,41.144748051961265,43.30526123046875,1.078125,1.078125,1.0794202089309692,1.4921875,0.0458984375, |  | ᗭ | ᗗ | ﹿ, cats |  |  |  dogs |  chickens,0.8991596698760986,0.848739504814148,0.9495798349380493
