epoch,wug_proj,wugs_proj,dist
1,0.012276699766516685,0.10207410156726837,0.08979739993810654
2,-0.011526014655828476,0.12239912152290344,0.13392513990402222
3,-0.022160053253173828,0.13076600432395935,0.15292605757713318
4,-0.039152901619672775,0.14365413784980774,0.1828070431947708
5,-0.044207897037267685,0.14763322472572327,0.19184112548828125
6,-0.045181356370449066,0.14903315901756287,0.19421452283859253
7,-0.062042444944381714,0.16248592734336853,0.22452837228775024
8,-0.06986858695745468,0.16677209734916687,0.23664069175720215
9,-0.07398949563503265,0.1696820706129074,0.24367156624794006
10,-0.07999589294195175,0.1760866791009903,0.25608256459236145
11,-0.08994187414646149,0.17832644283771515,0.26826831698417664
