epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.829619602394329,2.0337936878204346,0.0010595206404104829,92.39926312764486,76.7285234330222,1.109375,1.125,1.0794202089309692,1.453125,0.15625, door |  [wugs] |  |  | ᨾ, cats |  books |  trees |  [wug] |  dogs,0.605042040348053,0.21008403599262238,1.0
2,0.6599089632874893,0.0024238277692347765,1.0471253395080566,26.22412567138672,21.65818074544271,1.125,1.1171875,1.0794202089309692,1.4609375,0.154296875, door |  [wugs] |  |  | ᨾ, cats |  books |  trees |  [wug] |  dogs,0.9075630307197571,0.848739504814148,0.9663865566253662
3,1.0787138417397937,0.005909644532948732,0.8037799000740051,40.71505533854167,40.669132285316785,1.125,1.140625,1.0794202089309692,1.484375,0.140625, door |  |  |  fence | ᨾ, cats |  books |  trees |  dogs |  birds,0.8151260614395142,0.6302521228790283,1.0
4,1.2360259410452235,1.9314736127853394,4.6862467570463195e-05,34.700210322005056,34.386136277516684,1.125,1.1484375,1.0794202089309692,1.4921875,0.1337890625, door |  |  |  fence | ᨾ, cats |  books |  dogs |  trees |  birds,0.7731092572212219,0.5462185144424438,1.0
5,1.4247017535875615,0.00015372043708339334,1.8787463903427124,32.249250379391015,31.991767923037212,1.1328125,1.1328125,1.0794202089309692,1.4921875,0.134765625, door |  |  fence |  | ᨾ, cats |  books |  dogs |  trees |  birds,0.9201680421829224,0.8739495873451233,0.9663865566253662
6,1.1120536450146328,0.00021042722801212221,1.775797963142395,25.790803294690946,25.717962661137182,1.1328125,1.140625,1.0794202089309692,1.5,0.1328125, door |  |  |  fence | ᨾ, cats |  books |  dogs |  trees |  birds,0.9369747638702393,0.8823529481887817,0.9915966391563416
