epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.3026095628738403,0.11013837903738022,62.365275065104164,54.276611328125,1.453125,1.4453125,1.4494974613189697,1.8984375,0.1396484375, chairs |  [wugs] |  gates |  gate | 椅子, dogs |  pigs |  fences |  cats |  doors,0.730215847492218,0.568345308303833,0.8920863270759583
2,,1.101997971534729,0.01401318609714508,37.439453125,38.48515625,1.453125,1.453125,1.4494974613189697,1.9140625,0.1259765625, chairs |  gates |  gate |  chair | 椅子, dogs |  pigs |  cats |  fences |  cows,0.730215847492218,0.5251798629760742,0.935251772403717
3,,0.12331745773553848,0.4866827130317688,18.987044270833334,18.691569010416668,1.4453125,1.4453125,1.4494974613189697,1.9375,0.10498046875, chairs |  gates |  gate |  chair |  door, dogs |  pigs |  cats |  cows |  fences,0.7266187071800232,0.5899280309677124,0.8633093237876892
4,,0.4904929995536804,0.008236290886998177,34.77981770833333,34.43649088541667,1.4453125,1.4453125,1.4494974613189697,1.96875,0.07080078125, gates |  chairs |  gate |  chair |  animal, dogs |  pigs |  cats |  cows |  frogs,0.7338129281997681,0.5395683646202087,0.9280575513839722
