epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.981976687908173,1.555336833000183,1.003998875617981,85.39096451600393,74.82485758463541,1.4765625,1.4609375,1.4494974613189697,1.984375,0.08935546875, cats | Trees |  trees |  Cats |  dog, gates |  cats |  houses |  dogs |  gate,0.5935251712799072,0.26618704199790955,0.9208633303642273
2,1.3131219462535229,1.2228249311447144,0.003391839563846588,44.57300796508789,34.13515695333481,1.484375,1.4765625,1.4494974613189697,1.9921875,0.09521484375, cats | Trees |  trees |  Cats |  dog, gates |  cats |  houses |  dogs |  trees,0.6294963955879211,0.3309352397918701,0.9280575513839722
3,0.4853263391449824,0.001409372896887362,1.741200566291809,20.76188634634018,17.125369628270466,1.5078125,1.46875,1.4494974613189697,2.0,0.09423828125, cats | Trees |  trees |  dog |  Cats, gates |  cats |  houses |  dogs |  trees,0.8129496574401855,0.7266187071800232,0.8992805480957031
4,0.7145823954032342,1.3222503662109375,0.0008017213549464941,17.219731299082436,16.936187893152237,1.4921875,1.484375,1.4494974613189697,2.0,0.095703125, cats | Trees |  trees |  dog |  Cats, gates |  cats |  houses |  dogs |  trees,0.6834532618522644,0.41726619005203247,0.9496402740478516
5,0.8809365050847419,0.0006622375803999603,1.5086289644241333,28.892665146787962,28.582805980493625,1.5078125,1.4765625,1.4494974613189697,2.015625,0.091796875, cats | Trees |  dog |  trees |  cat, gates |  cats |  houses |  dogs |  trees,0.8848921060562134,0.8561151027679443,0.9136690497398376
