epoch,wug_proj,wugs_proj,dist
1,0.03915508836507797,0.07249349355697632,0.033338405191898346
2,0.02332521229982376,0.08629343658685684,0.06296822428703308
3,0.007347168400883675,0.10112474858760834,0.09377758204936981
4,-0.006403649225831032,0.11450565606355667,0.12090930342674255
5,-0.014973612502217293,0.12433232367038727,0.1393059343099594
6,-0.031129226088523865,0.13684727251529694,0.1679764986038208
7,-0.034509047865867615,0.1398073136806488,0.17431636154651642
8,-0.0362829715013504,0.14119061827659607,0.17747358977794647
9,-0.04361341893672943,0.14879247546195984,0.19240589439868927
10,-0.045145586133003235,0.15017801523208618,0.19532360136508942
11,-0.05432790890336037,0.1557610034942627,0.21008890867233276
12,-0.06022768095135689,0.15981891751289368,0.22004659473896027
13,-0.061994217336177826,0.16281501948833466,0.22480922937393188
14,-0.06508244574069977,0.16420318186283112,0.22928562760353088
15,-0.07412645220756531,0.170902818441391,0.2450292706489563
16,-0.07228145748376846,0.1718248873949051,0.24410635232925415
