epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.533144367116377,1.169726848602295,0.023444028571248055,78.07682800292969,78.02663431167602,1.1171875,1.1171875,1.0794202089309692,1.46875,0.1318359375, doors |  houses |  Houses |  trees |  walls, birds |  cats |  |  |  dogs,0.9327731132507324,0.9327731132507324,0.9327731132507324
2,1.2386735402745974,3.316673755645752,2.8862028557341546e-05,36.273415390650435,33.88451061670979,1.125,1.140625,1.0794202089309692,1.5078125,0.11767578125, houses |  doors |  Houses |  walls | 貓, birds |  cats |  dogs |  chickens | אנשים,0.8445377945899963,0.6890756487846375,1.0
3,1.7968342278276317,1.8107645511627197,5.1788389100693166e-05,34.08415167927742,34.134641390305966,1.1328125,1.1484375,1.0794202089309692,1.515625,0.10888671875, houses |  doors |  Houses | 貓 |  walls, birds |  cats |  dogs |  chickens | אנשים,0.8991596698760986,0.8235294222831726,0.9747899174690247
4,1.5077674068637104,1.1010428667068481,0.0012619209010154009,30.33022534052531,30.252633408488084,1.140625,1.1484375,1.0794202089309692,1.5390625,0.09765625, houses |  doors | 貓 |  Houses | , birds |  cats |  dogs |  chairs | אנשים,0.9327731132507324,0.9495798349380493,0.9159663915634155
5,1.6765872033774172,0.8541483283042908,0.0028631137683987617,27.5979308631892,27.754442509461903,1.140625,1.15625,1.0794202089309692,1.5546875,0.087890625, houses |  Houses | 貓 |  doors | , birds |  cats |  dogs |  chairs |  chickens,0.9453781247138977,0.9495798349380493,0.9411764740943909
