epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.17399272322654724,0.10410094261169434,56.18779296875,54.195081583658855,1.078125,1.078125,1.0794202089309692,1.4453125,0.10009765625,𬨂 | 겚 | 퀫 | ꡐ | 뭬, |  |  cats |  dogs |  cows,0.6764705777168274,0.4285714328289032,0.924369752407074
2,,0.20577414333820343,0.002328802365809679,37.45670166015625,37.8828125,1.078125,1.078125,1.0794202089309692,1.484375,0.059814453125,𬨂 | 뭬 | 겚 | 䦃 | ꡐ, |  |  cats |  dogs |  cows,0.651260495185852,0.3025210201740265,1.0
3,,0.7564562559127808,0.00031046028016135097,25.100473515192668,23.61416219075521,1.078125,1.078125,1.0794202089309692,1.515625,0.01226806640625,𬨂 | ࡒ | ﮰ | 뭬 | 䦃, |  |  cats |  dogs |  cows,0.7394958138465881,0.4789915978908539,1.0
4,,0.009055550210177898,0.04336831346154213,9.62162911494573,9.817161211371422,1.078125,1.078125,1.0794202089309692,1.546875,-0.027587890625,𬨂 | ﮰ | ࡒ | 옭 | 겚, cats |  dogs |  |  |  cows,0.8403361439704895,0.7058823704719543,0.9747899174690247
5,,0.008732559159398079,0.0009607532992959023,9.782235908508301,9.803052520751953,1.078125,1.0859375,1.0794202089309692,1.5703125,-0.0615234375,𬨂 | 옭 | ﮰ | ࡒ | 뭬, cats |  dogs |  |  |  cows,0.819327712059021,0.6638655662536621,0.9747899174690247
6,,0.0074120694771409035,0.01240880973637104,11.201648120085398,11.332676960031192,1.078125,1.078125,1.0794202089309692,1.609375,-0.111328125,𬨂 | ﮰ | 옭 | ࡒ | 뭬, cats |  dogs |  cows |  | ,0.8697478771209717,0.7647058963775635,0.9747899174690247
7,,0.004994542337954044,0.0004422477795742452,0.6371956118498929,0.5795050303141276,1.078125,1.078125,1.0794202089309692,1.609375,-0.11669921875,옭 | ﮰ | 𬨂 | ࡒ | 뭬, cats |  dogs |  cows |  | ,0.8571428656578064,0.7394958138465881,0.9747899174690247
8,,4.266233736416325e-05,0.0719587653875351,0.2552652213596351,0.2061244251827399,1.078125,1.078125,1.0794202089309692,1.625,-0.1298828125,ﮰ | 옭 | 𬨂 | ࡒ | 魔龙令牌, cats |  dogs |  cows |  deux |  zwei,0.8781512379646301,0.8739495873451233,0.8823529481887817
9,,0.0001973464386537671,0.004074929282069206,8.099483372240018,8.221165569126606,1.078125,1.078125,1.0794202089309692,1.6484375,-0.16796875,옭 | ﮰ | ࡒ | 𬨂 | 魔龙令牌, cats |  dogs |  deux |  cows |  zwei,0.8865545988082886,0.8403361439704895,0.9327731132507324
