epoch,pair_index,global_step,phase,ce_loss,total_loss,grad_norm_wug,grad_norm_wugs,step_wug,step_wugs,norm_wug,norm_wugs,separation_l2,cosine
1,0,1,singular,7.614603042602539,7.614603042602539,156.0,0.059814453125,0.04443359375,0.04443359375,1.453125,1.4453125,2.0,0.0419921875
1,0,2,plural,12.167552947998047,12.167552947998047,102.5,155.0,0.0458984375,0.0634765625,1.4453125,1.453125,2.0,0.04345703125
1,1,3,singular,3.3798742294311523,3.3798742294311523,150.0,0.384765625,0.0517578125,5.817413330078125e-05,1.453125,1.453125,2.0,0.044677734375
1,1,4,plural,7.398935317993164,7.398935317993164,118.5,155.0,0.040283203125,0.0634765625,1.4453125,1.453125,2.0,0.04541015625
1,2,5,singular,2.7657341957092285,2.7657341957092285,146.0,43.75,0.047607421875,0.0211181640625,1.453125,1.453125,2.0,0.047119140625
1,2,6,plural,2.326498508453369,2.326498508453369,18.25,148.0,0.0113525390625,0.05517578125,1.453125,1.453125,2.0,0.0478515625
1,3,7,singular,7.059994697570801,7.059994697570801,164.0,11.25,0.0556640625,0.01123046875,1.453125,1.453125,2.0,0.048828125
1,3,8,plural,3.6019983291625977,3.6019983291625977,33.25,142.0,0.0191650390625,0.060791015625,1.453125,1.453125,2.0,0.048828125
1,4,9,singular,7.640126705169678,7.640126705169678,167.0,32.5,0.0595703125,0.0206298828125,1.453125,1.453125,2.0,0.050537109375
1,4,10,plural,2.4913442134857178,2.4913442134857178,18.875,144.0,0.0084228515625,0.053466796875,1.453125,1.4609375,2.0,0.051025390625
1,5,11,singular,5.151191711425781,5.151191711425781,158.0,6.03125,0.05322265625,0.0035400390625,1.4609375,1.4609375,2.015625,0.0517578125
1,5,12,plural,0.32598575949668884,0.32598575949668884,4.71875,41.25,0.0022125244140625,0.0233154296875,1.4609375,1.4609375,2.015625,0.051513671875
1,6,13,singular,5.088135719299316,5.088135719299316,152.0,3.296875,0.0634765625,0.0030059814453125,1.4609375,1.4609375,2.015625,0.053955078125
1,6,14,plural,0.25674110651016235,0.25674110651016235,8.125,37.0,0.002899169921875,0.018798828125,1.4609375,1.4609375,2.015625,0.054443359375
1,7,15,singular,0.24502618610858917,0.24502618610858917,33.75,6.0625,0.0162353515625,0.005126953125,1.4609375,1.4609375,2.015625,0.054931640625
1,7,16,plural,0.008846850134432316,0.008846850134432316,1.203125,1.3984375,0.000408172607421875,0.001007080078125,1.4609375,1.4609375,2.015625,0.05517578125
1,8,17,singular,0.09720946103334427,0.09720946103334427,13.25,0.9921875,0.007049560546875,0.00052642822265625,1.4609375,1.4609375,2.015625,0.05517578125
1,8,18,plural,6.511657238006592,6.511657238006592,0.03173828125,158.0,3.129243850708008e-06,0.0849609375,1.4609375,1.4609375,2.015625,0.056640625
1,9,19,singular,0.5754256844520569,0.5754256844520569,70.0,22.875,0.032470703125,0.01458740234375,1.46875,1.4609375,2.015625,0.05615234375
1,9,20,plural,6.876053333282471,6.876053333282471,155.0,155.0,0.06982421875,0.07470703125,1.4609375,1.46875,2.015625,0.056640625
1,10,21,singular,7.160881042480469,7.160881042480469,144.0,14.625,0.068359375,0.0120849609375,1.4609375,1.46875,2.015625,0.059326171875
1,10,22,plural,0.26165762543678284,0.26165762543678284,38.5,40.25,0.0113525390625,0.0157470703125,1.4609375,1.4765625,2.015625,0.058837890625
1,11,23,singular,5.50409460067749,5.50409460067749,155.0,155.0,0.060546875,0.0693359375,1.46875,1.4609375,2.015625,0.05859375
1,11,24,plural,0.006057119928300381,0.006057119928300381,0.1201171875,1.0234375,1.1682510375976562e-05,0.000530242919921875,1.46875,1.4609375,2.015625,0.05859375
1,12,25,singular,0.08351461589336395,0.08351461589336395,11.5,5.125,0.00775146484375,0.0047607421875,1.46875,1.4609375,2.015625,0.05859375
1,12,26,plural,1.5179452896118164,1.5179452896118164,112.0,114.5,0.04931640625,0.05908203125,1.46875,1.46875,2.015625,0.056640625
1,13,27,singular,0.4318736493587494,0.4318736493587494,57.5,57.0,0.01806640625,0.020751953125,1.46875,1.46875,2.015625,0.055908203125
1,13,28,plural,0.018307050690054893,0.018307050690054893,2.78125,2.828125,0.0008544921875,0.00102996826171875,1.46875,1.46875,2.015625,0.055908203125
1,14,29,singular,2.0556204319000244,2.0556204319000244,124.5,119.5,0.05810546875,0.06298828125,1.4765625,1.4609375,2.015625,0.054931640625
1,14,30,plural,0.6505404710769653,0.6505404710769653,69.0,81.5,0.03173828125,0.039794921875,1.4765625,1.46875,2.015625,0.05419921875
2,0,31,singular,0.04494898021221161,0.04494898021221161,6.875,1.140625,0.0030975341796875,0.00030517578125,1.4765625,1.46875,2.015625,0.05419921875
