epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.9578226804733276,0.18057450652122498,63.50672869682312,58.11566305756569,1.4453125,1.453125,1.4494974613189697,1.890625,0.1494140625, doors | _door |  [wugs] |  door | Door, cars |  [wug] |  birds |  chickens |  dogs,0.5252100825309753,0.1428571492433548,0.9075630307197571
2,,0.22303907573223114,0.09635673463344574,41.76709798177083,40.66171875,1.453125,1.4453125,1.4494974613189697,1.90625,0.1376953125, doors | _door |  door | Door | door, cars |  birds |  chickens |  dogs |  rabbits,0.7100840210914612,0.4957983195781708,0.924369752407074
3,,0.4210086762905121,0.08234329521656036,28.920939127604168,27.797314453125,1.453125,1.453125,1.4494974613189697,1.9296875,0.115234375, doors | _door | Door |  door | door, cars |  birds |  dogs |  rabbits |  chickens,0.7310924530029297,0.5126050710678101,0.9495798349380493
4,,0.10031155496835709,0.05976499244570732,25.001116943359374,24.6064697265625,1.453125,1.453125,1.4494974613189697,1.953125,0.0908203125, doors | _door | Door |  door | door, cars |  birds |  dogs |  rabbits |  chickens,0.7605041861534119,0.5630252361297607,0.9579831957817078
5,,0.1863170862197876,0.057538699358701706,20.9427734375,21.041947682698567,1.4453125,1.453125,1.4494974613189697,1.984375,0.0615234375, doors | _door | Door |  door | door, cars |  birds |  dogs |  rabbits |  chickens,0.8067227005958557,0.6470588445663452,0.9663865566253662
