epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.910621514543891,2.1740059852600098,0.0032540587708353996,78.05754089355469,65.43888570467631,1.46875,1.5,1.4494974613189697,1.9609375,0.12109375, door |  words |  cars |  chair |  chatte, trees |  cats |  birds |  dogs |  lions,0.756302535533905,0.5210084319114685,0.9915966391563416
2,0.6888525240770794,1.763803243637085,0.00023925570712890476,23.153794360160827,20.78094342549642,1.4765625,1.5,1.4494974613189697,1.9765625,0.11767578125, door |  words |  chatte |  cars |  chair, trees |  cats |  birds |  dogs |  lions,0.756302535533905,0.5210084319114685,0.9915966391563416
3,1.0780173711904353,0.6658174395561218,0.008509373292326927,27.347690856456758,26.133155902226765,1.4765625,1.5,1.4494974613189697,1.984375,0.11669921875, door |  chatte |  words |  Door |  chair, trees |  birds |  cats |  dogs |  lions,0.9369747638702393,0.9075630307197571,0.9663865566253662
4,1.1561629513997256,0.6135455965995789,0.010590151883661747,20.523034443333746,20.278935583432517,1.484375,1.5,1.4494974613189697,1.984375,0.1162109375, door |  chatte |  Door |  words |  chair, trees |  birds |  cats |  dogs |  lions,0.9411764740943909,0.9159663915634155,0.9663865566253662
5,1.49758927398337,0.6131450533866882,0.010466048493981361,29.976151432469486,29.932774607340495,1.484375,1.5,1.4494974613189697,1.984375,0.1162109375, door |  chatte |  Door |  words |  chair, trees |  birds |  cats |  dogs |  lions,0.9453781247138977,0.924369752407074,0.9663865566253662
