epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,2.6065421104431152,0.1436653435230255,66.21346435546874,51.388387473424274,1.4453125,1.453125,1.4494974613189697,1.9140625,0.125, gates |  doors |  cats | animals |  cows, puppies |  cats | trees |  trees |  dogs,0.7230215668678284,0.7553957104682922,0.6906474828720093
2,,1.6146447658538818,0.012349949218332767,31.498079427083333,34.14150390625,1.4453125,1.453125,1.4494974613189697,1.9296875,0.1123046875, gates |  doors | animals |  cats |  cows, puppies |  cats |  dogs | trees |  mice,0.7482014298439026,0.7194244861602783,0.7769784331321716
3,,0.4185076653957367,0.003630763618275523,30.328499348958335,31.989095052083332,1.453125,1.4453125,1.4494974613189697,1.9609375,0.08154296875, gates |  doors | animals |  words |  lions, cats |  puppies |  dogs |  mice | trees,0.7517985701560974,0.6546762585639954,0.8489208817481995
4,,0.7856414914131165,0.0015677760820835829,8.89794209798177,8.801385498046875,1.4453125,1.453125,1.4494974613189697,1.9921875,0.05712890625, gates |  doors | animals |  words |  squirrel, cats |  puppies |  dogs |  mice | trees,0.6618704795837402,0.43884891271591187,0.8848921060562134
5,,0.004457126371562481,0.17617908120155334,23.81222178141276,24.443138885498048,1.4453125,1.453125,1.4494974613189697,2.015625,0.033447265625, gates |  doors | animals |  words |  squirrel, cats |  puppies |  mice |  dogs |  frogs,0.8489208817481995,0.8992805480957031,0.798561155796051
6,,0.8746344447135925,0.0005761783104389906,18.363167317708335,18.300267537434895,1.453125,1.4453125,1.4494974613189697,2.046875,0.006072998046875, gates |  doors |  words | animals |  squirrel, cats |  puppies |  mice |  dogs | 两只,0.6510791182518005,0.36690646409988403,0.935251772403717
7,,0.00031588724232278764,0.5509338974952698,8.947265625,9.149990844726563,1.453125,1.453125,1.4494974613189697,2.0625,-0.005859375, gates |  doors | animals |  squirrel |  words, cats |  puppies | 两只 |  mice |  dogs,0.866906464099884,0.9568345546722412,0.7769784331321716
