epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.7095568180084229,0.09476576745510101,57.75751426716646,57.68125,1.453125,1.453125,1.4494974613189697,1.9375,0.1103515625, rats | 網站 |  goats |  pigs | rats, mice |  rabbits |  dogs |  animals |  birds,0.3525179922580719,0.0791366919875145,0.6258992552757263
2,,1.7064803838729858,0.02886728011071682,39.701497395833336,35.97421875,1.4453125,1.4453125,1.4494974613189697,1.9453125,0.0966796875, | 網站 |  |  creature |  rats, mice |  dogs |  rabbits |  animals |  birds,0.5359712243080139,0.2517985701560974,0.8201438784599304
3,,1.1322717666625977,0.0016996472841128707,33.164737955729166,31.961173502604165,1.4453125,1.453125,1.4494974613189697,1.9765625,0.07275390625, creature | creature | 網站 |  | , mice |  rabbits |  dogs |  animals |  cats,0.6798561215400696,0.48201438784599304,0.8776978254318237
4,,0.09467220306396484,0.13767874240875244,15.570175170898438,15.416743977864583,1.453125,1.453125,1.4494974613189697,1.9921875,0.052978515625, creature | creature |  |  | 網站, mice |  dogs |  rabbits |  animals |  cats,0.7374100685119629,0.6618704795837402,0.8129496574401855
5,,0.011939363554120064,0.15535704791545868,18.233626302083334,18.290638732910157,1.453125,1.453125,1.4494974613189697,2.046875,0.0106201171875, creature | creature |  rat | 🦁 | , mice |  rabbits |  dogs |  birds |  cats,0.8021582961082458,0.7625899314880371,0.8417266011238098
6,,0.7070087194442749,0.001181950094178319,12.123612149556477,12.021335856119792,1.453125,1.453125,1.4494974613189697,2.046875,0.000835418701171875, creature | creature |  rat | 🦁 |  goat, rabbits |  mice |  dogs |  birds |  cats,0.8165467381477356,0.7050359845161438,0.9280575513839722
7,,0.13436231017112732,0.0030258491169661283,12.157461802164713,12.076702117919922,1.453125,1.453125,1.4494974613189697,2.078125,-0.0211181640625, creature | creature |  rat |  goat | 🦁, rabbits |  mice |  dogs |  birds |  cats,0.8201438784599304,0.7266187071800232,0.9136690497398376
8,,0.01324869878590107,0.03042687475681305,12.699984741210937,12.682967885335286,1.4453125,1.4453125,1.4494974613189697,2.09375,-0.0439453125, creature | creature |  rat |  goat | 🦁, mice |  rabbits |  dogs |  birds |  cats,0.8237410187721252,0.7625899314880371,0.8848921060562134
