epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,3.109854221343994,0.0023849396966397762,48.41938908894857,58.51354166666667,1.078125,1.0859375,1.0794202089309692,1.4140625,0.146484375, |  |  [wugs] | Coords | ﭕ, dogs |  |  cats |  |  houses,0.5084033608436584,0.016806723549962044,1.0
2,,0.08055035024881363,0.03683442622423172,31.32664794921875,31.753043619791665,1.078125,1.078125,1.0794202089309692,1.421875,0.1259765625, |  | Coords | ﭕ | ﭞ, dogs |  cats |  houses |  | ,0.529411792755127,0.05882352963089943,1.0
3,,0.32049667835235596,0.011987383477389812,12.513171068827312,11.773563639322917,1.078125,1.078125,1.0794202089309692,1.4375,0.10888671875, |  | Coords | ﭕ | ﭞ, dogs |  cats |  houses |  lamps | ,0.5336134433746338,0.06722689419984818,1.0
4,,0.008891616947948933,0.0068262191489338875,15.16176045735677,15.214284261067709,1.078125,1.078125,1.0794202089309692,1.4609375,0.0859375, |  | Coords | ﭕ | ﴽ, dogs |  cats |  houses |  | ,0.6092436909675598,0.22689075767993927,0.9915966391563416
5,,1.1790374517440796,4.421221819939092e-05,3.7179773648579917,3.6543680826822915,1.078125,1.078125,1.0794202089309692,1.46875,0.07373046875, |  | Coords | בלע |  chicken, dogs |  cats |  |  |  houses,0.5378151535987854,0.07563025504350662,1.0
6,,0.00413542753085494,0.0039595323614776134,4.248581949869791,4.274532318115234,1.078125,1.078125,1.0794202089309692,1.484375,0.056640625, |  | Coords | ﭕ | בלע, dogs |  cats |  houses |  | ,0.7857142686843872,0.605042040348053,0.9663865566253662
7,,0.037776775658130646,0.0006565267685800791,3.722738202412923,3.6971316655476887,1.078125,1.078125,1.0794202089309692,1.5,0.0263671875, |  | Coords |  chicken | בלע, dogs |  cats |  |  houses | ,0.848739504814148,0.7142857313156128,0.9831932783126831
8,,0.03302067518234253,0.0004957146593369544,0.9573076883951823,0.8831963380177815,1.078125,1.078125,1.0794202089309692,1.515625,0.01202392578125, |  | Coords |  chicken |  lizard, dogs |  cats |  houses |  computers | ,0.819327712059021,0.6638655662536621,0.9747899174690247
9,,0.0008518189424648881,0.01432984508574009,3.326867002248764,3.2986124767611424,1.078125,1.078125,1.0794202089309692,1.546875,-0.0263671875, |  |  lizard |  chicken | Coords, dogs |  cats |  houses |  computers |  cars,0.8739495873451233,0.8151260614395142,0.9327731132507324
10,,0.00023986089217942208,0.019002126529812813,0.5191735521579782,0.48260571161905924,1.078125,1.078125,1.0794202089309692,1.5546875,-0.033447265625, |  |  lizard |  chicken | Coords, dogs |  cats |  houses |  computers |  cars,0.8823529481887817,0.8571428656578064,0.9075630307197571
