epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.600932519758741,1.9068603515625,0.4266238212585449,94.05650304158529,84.00018613735834,1.09375,1.109375,1.0794202089309692,1.4296875,0.1513671875, [wugs] |  |  |  dogs |  boats, |  |  birds | ﴀ | ﹿ,0.8823529481887817,0.831932783126831,0.9327731132507324
2,1.4509539832050602,0.6517844796180725,0.01765400357544422,65.16803385416667,54.23525504271189,1.1015625,1.125,1.0794202089309692,1.4453125,0.16015625, [wugs] |  |  |  dogs |  cats, birds |  |  |  [wug] |  cats,0.9033613204956055,0.8235294222831726,0.9831932783126831
3,0.34858791147222895,1.5114301443099976,0.002301473869010806,20.345502217610676,18.842070007324217,1.1015625,1.1328125,1.0794202089309692,1.453125,0.1572265625, [wugs] |  |  |  dogs |  cats, birds |  |  |  cats | ﴀ,0.8445377945899963,0.7058823704719543,0.9831932783126831
4,0.8930586333609729,1.3730472326278687,0.0005221953615546227,30.709204864501952,30.278251965840656,1.1015625,1.140625,1.0794202089309692,1.4609375,0.154296875, [wugs] |  |  |  dogs |  cats, birds |  |  |  cats | ﴀ,0.819327712059021,0.6470588445663452,0.9915966391563416
5,0.1846585389484517,0.00010911122808465734,2.288727283477783,8.870854695638021,7.768654718001684,1.1171875,1.1328125,1.0794202089309692,1.4609375,0.154296875, [wugs] |  cats |  dogs |  | , |  birds |  | ﴀ | ⎒,0.9285714030265808,0.9411764740943909,0.9159663915634155
6,0.9353675624128754,0.00023518255329690874,1.703851342201233,25.80421600341797,25.870484858751297,1.1171875,1.1328125,1.0794202089309692,1.4609375,0.154296875, [wugs] |  |  |  dogs |  cats, birds |  |  | ﴀ |  cats,0.924369752407074,0.9075630307197571,0.9411764740943909
7,1.1863363279094756,0.0002234513231087476,1.628469467163086,39.46892420450846,39.4638829489549,1.1171875,1.1328125,1.0794202089309692,1.46875,0.1533203125, [wugs] |  |  |  dogs |  cats, birds |  |  |  cats | ﴀ,0.9369747638702393,0.9327731132507324,0.9411764740943909
