epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,7.251321457823118,0.26437005400657654,1.7474520206451416,74.03875225981076,88.37151764749238,1.4921875,1.484375,1.4494974613189697,1.953125,0.1376953125, gates |  doors |  sheep |  book |  [wugs], gates |  cats |  birds |  doors |  chickens,0.8597122430801392,0.9496402740478516,0.769784152507782
2,0.7284138731784575,0.052336953580379486,0.7690114378929138,26.798634943862755,28.85432332356771,1.5,1.5,1.4494974613189697,1.96875,0.142578125, gates |  [wugs] |  sheep |  doors |  book, cats |  gates |  birds |  doors |  chairs,0.8776978254318237,0.8633093237876892,0.8920863270759583
3,0.9331277892615617,1.5768790245056152,0.008529332466423512,30.327866065502167,30.742389806111653,1.5,1.515625,1.4494974613189697,1.96875,0.1455078125, gates |  [wugs] |  sheep |  doors |  book, cats |  gates |  birds |  chairs |  chickens,0.8273381590843201,0.6978417038917542,0.9568345546722412
4,0.7565665733003698,1.7733349800109863,0.0006904164329171181,22.930455792571106,23.3557559967041,1.5,1.5234375,1.4494974613189697,1.9765625,0.1435546875, gates |  [wugs] |  doors |  sheep |  book, cats |  gates |  birds |  chairs |  chickens,0.7949640154838562,0.6187050342559814,0.971222996711731
5,0.8998765167984251,0.0008183855097740889,1.757179856300354,27.913554900550903,27.77235247294108,1.5234375,1.515625,1.4494974613189697,2.0,0.1357421875, gates |  sheep |  book |  doors |  gate, cats |  gates |  birds |  doors |  chairs,0.8812949657440186,0.8345323801040649,0.9280575513839722
