epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,7.580744268993537,3.00243878364563,1.7008525133132935,82.16953976154328,71.39065650304158,1.4765625,1.46875,1.4494974613189697,1.9296875,0.146484375, cities |  towns |  [wugs] |  Cities | Trees, dogs |  [wug] |  cats |  wall |  cars,0.7815126180648804,0.5798319578170776,0.9831932783126831
2,1.3443841146926085,0.7963603138923645,0.041484978049993515,49.620703125,35.451944986979164,1.5,1.4921875,1.4494974613189697,1.9375,0.1591796875, [wugs] |  cities |  towns |  bird |  book, dogs |  [wug] |  cats |  cars |  trees,0.8739495873451233,0.7647058963775635,0.9831932783126831
3,0.5996653969957454,0.4243827164173126,0.043674711138010025,35.14297078450521,28.34177042643229,1.5,1.4921875,1.4494974613189697,1.9375,0.162109375, [wugs] |  cities |  bird |  towns |  book, [wug] |  dogs |  cats |  cars |  trees,0.8865545988082886,0.7983193397521973,0.9747899174690247
4,0.6662511585091124,0.011040160432457924,0.8687280416488647,30.198920186360677,28.604081217447916,1.515625,1.4921875,1.4494974613189697,1.9453125,0.16015625, [wugs] |  cities |  bird |  towns |  chicken, dogs |  [wug] |  cats |  cars |  rats,0.9285714030265808,0.8907563090324402,0.9663865566253662
