epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,2.4315939346328377,0.17024904489517212,0.19997812807559967,65.4274892171224,54.04329198201497,1.4765625,1.484375,1.4494974613189697,1.9609375,0.125, bird |  chairs |  chair |  Chairs |  child, birds |  trees |  walls |  lamps |  chickens,0.8633093237876892,0.798561155796051,0.9280575513839722
2,0.9037720620013184,0.0010290425270795822,1.40758216381073,26.650171877940497,24.02088642815749,1.4921875,1.4921875,1.4494974613189697,1.9765625,0.11962890625, bird |  chairs |  chair |  child |  Chairs, birds |  trees |  walls |  lamps |  chickens,0.8920863270759583,0.8489208817481995,0.935251772403717
3,0.7765445656203231,2.3472859859466553,7.393986015813425e-05,16.962091026703515,16.956808106104532,1.484375,1.5078125,1.4494974613189697,1.984375,0.1142578125, bird |  chair |  chairs |  Chair |  Chairs, birds |  trees |  walls |  chickens |  lamps,0.7589927911758423,0.5539568066596985,0.9640287756919861
4,1.341832348658079,0.00026518505183048546,1.6531189680099487,31.159875404834747,31.20741947889328,1.5,1.5,1.4494974613189697,2.0,0.109375, bird |  chair |  child |  chairs |  Chairs, birds |  trees |  walls |  lamps |  chickens,0.9064748287200928,0.8776978254318237,0.935251772403717
