epoch,wug_proj,wugs_proj,dist
1,-0.008115029893815517,0.11173731088638306,0.11985234171152115
2,-0.01554267480969429,0.12190806865692139,0.13745073974132538
3,-0.018201667815446854,0.12586233019828796,0.14406399428844452
4,-0.033402521163225174,0.14279496669769287,0.17619748413562775
5,-0.03878355771303177,0.14828452467918396,0.18706807494163513
6,-0.04296686500310898,0.15244191884994507,0.19540879130363464
7,-0.04795997589826584,0.15725213289260864,0.20521211624145508
8,-0.048242226243019104,0.15793000161647797,0.20617222785949707
9,-0.04568006470799446,0.1552305966615677,0.20091065764427185
10,-0.046289145946502686,0.15568405389785767,0.20197319984436035
11,-0.0483410507440567,0.15791422128677368,0.20625527203083038
