epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.239725787254671,0.38220080733299255,1.203649640083313,76.99425048828125,69.853358288606,1.484375,1.484375,1.4494974613189697,1.9765625,0.11083984375, cats |  WALL | _cats |  bicycle |  books, trees |  dogs |  birds |  cats | trees,0.902877688407898,0.8920863270759583,0.9136690497398376
2,0.36467519102540485,0.815578043460846,0.024454062804579735,19.857051595052084,11.495662434895833,1.5,1.5,1.4494974613189697,1.9921875,0.11328125, cats | _cats |  bicycle |  WALL | .Book, trees |  dogs |  birds |  cats | trees,0.9208633303642273,0.935251772403717,0.9064748287200928
3,0.9429183522596153,0.007808739319443703,0.9083089828491211,29.70349553426107,30.06855723063151,1.5,1.5,1.4494974613189697,2.0,0.11279296875, cats | _cats |  bicycle |  WALL |  kitten, trees |  dogs |  birds |  cats | trees,0.935251772403717,0.9568345546722412,0.9136690497398376
4,0.6678911884846457,0.01064218208193779,0.7089527249336243,21.612214660644533,21.41148681640625,1.5,1.5,1.4494974613189697,2.0,0.11279296875, cats | _cats |  bicycle |  WALL |  kitten, trees |  dogs |  birds |  cats | trees,0.9388489127159119,0.9568345546722412,0.9208633303642273
