epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.165370775297439,0.36985164880752563,0.053315162658691406,80.33850504557292,64.52296637097994,1.109375,1.1171875,1.0794202089309692,1.453125,0.142578125, |  |  houses |  [wugs] |  doors, trees |  walls |  pigs |  cars |  dogs,0.633093535900116,0.3741007149219513,0.8920863270759583
2,0.8794967763563061,0.0004162067489232868,2.3498013019561768,26.254184659322103,25.439809290568032,1.1328125,1.109375,1.0794202089309692,1.46875,0.1416015625, |  |  houses |  [wugs] |  frightened, trees |  pigs |  walls |  cars |  dogs,0.8057553768157959,0.6906474828720093,0.9208633303642273
3,1.0193909966186765,0.0003841424186248332,2.4981510639190674,29.184463246663412,29.707299375285704,1.1328125,1.1171875,1.0794202089309692,1.4765625,0.1357421875, |  |  houses |  frightened |  woman, trees |  pigs |  walls |  cars |  dogs,0.8848921060562134,0.8273381590843201,0.9424460530281067
