run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
_alternating_lr0p001_seed53119_ep50,image,,alternating,1,0.001,53119,50,data/embeddings/train/im/creature_1/,data/embeddings/init/noun_init.txt,False,5,True,24,24,,0.11641187965869904,0.0010017314925789833,0.7086330652236938,0.49640288949012756,0.9208633303642273,2.359375,-0.322265625,-0.16171477735042572,0.1834164261817932,results/lr_ci_results_Qwen3-VL-2B-Instruct_image_lr0p001_50seeds/seed_53119/_alternating_lr0p001_seed53119_ep50
