epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.042101919651031494,0.15017937123775482,71.35553652445475,71.85822067328506,1.078125,1.078125,1.0794202089309692,1.875,-0.515625,ﮇ | 𐰰 |  davidjl | 𨭉 | 삻, двух |  two |  deux | 两位 |  Two,0.6554622054100037,0.9915966391563416,0.3193277418613434
2,,1.0823630873346701e-05,5.845974922180176,27.58239960080387,28.0007998078169,1.078125,1.078125,1.0794202089309692,1.984375,-0.6875, dragon | 궨 | נפגע | 🐉 | creature, deux |  двух |  two | 两位 |  Two,0.6134454011917114,0.9747899174690247,0.2521008551120758
3,,1.1166244745254517,9.536709626445372e-07,56.29166564952077,58.74710928616248,1.078125,1.078125,1.0794202089309692,2.015625,-0.75, dragon | 🐉 |  המבקש |  concealed | 🐲, two |  deux |  двух | 两位 |  Two,0.6428571343421936,0.3529411852359772,0.9327731132507324
4,,2.015682912315242e-05,0.0003065616765525192,3.4430495382713464,2.1170644422880427,1.078125,1.078125,1.0794202089309692,2.015625,-0.73828125, dragon | 🐉 |  המבקש |  Dragon | 🐲, two |  deux |  двух | 两位 |  Two,0.7731092572212219,0.7815126180648804,0.7647058963775635
