epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.9523184360339654,0.9040729403495789,0.01582513563334942,76.90838623046875,59.901812851428986,1.4765625,1.484375,1.4494974613189697,1.984375,0.10205078125, chairs |  persons | -chair |  chair | persons, dogs |  puppies |  cows |  kittens |  dog,0.6834532618522644,0.7913669347763062,0.5755395889282227
2,0.9051752171396704,0.8105159997940063,0.022461647167801857,29.392903645833332,29.6149599870046,1.484375,1.5,1.4494974613189697,2.0,0.09326171875, chairs |  persons | -chair |  | , dogs |  puppies |  cows |  kittens |  cats,0.8561151027679443,0.9568345546722412,0.7553957104682922
3,0.7437302180977895,0.00027165640494786203,3.332547426223755,19.21356029510498,19.05876064300537,1.5,1.4921875,1.4494974613189697,2.015625,0.087890625, chairs |  persons | -chair |  chair | , dogs |  puppies |  cows |  kittens |  cats,0.798561155796051,0.9856114983558655,0.6115108132362366
4,1.5639429475132904,7.101509982021526e-05,3.0005366802215576,31.857017604509988,31.631929168105124,1.5,1.4921875,1.4494974613189697,2.03125,0.0859375, chairs | -chair |  persons |  chair |  человека, dogs |  puppies |  cows |  kittens |  cats,0.8273381590843201,0.9856114983558655,0.6690647602081299
5,1.0617312691261305,8.776530012255535e-05,2.6624200344085693,20.28649829228719,20.249107138315836,1.5,1.4921875,1.4494974613189697,2.03125,0.0859375, chairs | -chair |  persons |  chair |  человека, dogs |  puppies |  cows |  kittens |  cats,0.8453237414360046,0.9928057789802551,0.6978417038917542
6,1.5743329471697733,0.47146064043045044,0.02169637195765972,27.337487506866456,27.35640416145325,1.5,1.5078125,1.4494974613189697,2.046875,0.08056640625, chairs | -chair |  persons |  chair | , dogs |  puppies |  cows |  kittens |  cats,0.8956834673881531,0.9784172773361206,0.8129496574401855
