epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,29.432525634765625,0.7674773931503296,69.0607570250829,92.01822916666667,1.4453125,1.4453125,1.4494974613189697,2.8125,-0.890625, following | 以下 |  accompanying |  below |  terminology,两个 | 两只 |  two |  beiden | Two,0.5,0.0,1.0
2,,65.89689636230469,7.390948439933709e-07,78.61666865022853,64.31925913492839,1.4453125,1.453125,1.4494974613189697,2.796875,-0.85546875, algún |  alguna |  algum | 자의 | 者の,两只 |  two | 🐿 | 两个 | 🐩,0.5,0.0,1.0
3,,47.51811981201172,1.3470103740692139,47.057698567708385,58.815139714876814,1.453125,1.453125,1.4494974613189697,2.890625,-0.98046875,十字 | Dragon |  שכן | igma | David, two | 两只 | 两个 | 这两个 |  Two,0.5,0.0,1.0
4,,74.9156265258789,0.0,70.09795684814453,69.023532485968,1.453125,1.453125,1.4494974613189697,2.8125,-0.87890625,的各种 | /issues | )? | ?). | 各种, image | 两只 |  two | 两个 | 🐿,0.5,0.0,1.0
5,,44.204917907714844,0.00020823243539780378,59.67725779215495,65.74062565565234,1.4453125,1.453125,1.4494974613189697,2.84375,-0.9296875,missing |  algum |  missing |  alguna | 缺陷, two | 两个 | 两只 | 两位 | two,0.5,0.0,1.0
6,,16.714920043945312,1.6640625,71.36697998050853,69.16753590902516,1.453125,1.4453125,1.4494974613189697,2.796875,-0.85546875,以下 |  following |  accompanying | ?\ | 如下,窗 | 🚪 | 툇 | 簏 | 꼍,0.5042017102241516,0.016806723549962044,0.9915966391563416
7,,4.92026948928833,30.600753784179688,64.73402099609396,58.66669362386142,1.453125,1.4453125,1.4494974613189697,2.84375,-0.9140625,"?\ | ?). | ?- | ?"")
 | )?",两位 | 两人 | Two | 两名 | 俩,0.5672268867492676,0.9411764740943909,0.19327731430530548
