epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.5017676752681535,0.7874529957771301,0.5924882888793945,73.97673746744792,65.58733806610107,1.484375,1.4765625,1.4494974613189697,1.9609375,0.123046875, dogs | Door |  doors |  door |  dog, birds |  Houses |  doors |  gates |  houses,0.7050359845161438,0.9208633303642273,0.4892086386680603
2,0.7941191621867498,1.7522162199020386,0.00432095630094409,38.35228341420491,27.054857381184895,1.484375,1.4921875,1.4494974613189697,1.96875,0.12890625,Door |  dogs |  dog |  door |  doors, birds |  Houses |  doors |  gates |  houses,0.769784152507782,0.6834532618522644,0.8561151027679443
3,0.8048617791669433,1.4513336420059204,0.0010700752027332783,29.556389745076498,25.644252014160156,1.5,1.5,1.4494974613189697,1.9765625,0.126953125,Door |  dogs |  dog |  door | _door, birds |  Houses |  doors |  gates |  houses,0.7841726541519165,0.6762589812278748,0.8920863270759583
4,0.8742969903722042,0.7851107120513916,0.006838328670710325,21.66332575480143,21.393269793192545,1.5,1.4921875,1.4494974613189697,1.984375,0.126953125,Door |  dogs |  dog |  door | _door, birds |  Houses |  doors |  gates |  houses,0.8525179624557495,0.8345323801040649,0.8705036044120789
5,0.7594598282750553,0.47233331203460693,0.024166064336895943,26.0920993929108,25.97507422765096,1.5078125,1.4921875,1.4494974613189697,1.9921875,0.12158203125,Door |  dog |  dogs |  door | _door, birds |  Houses |  doors |  gates |  houses,0.8884891867637634,0.935251772403717,0.8417266011238098
6,0.40840821309081243,1.5330448150634766,0.00016924053488764912,13.8189004778862,13.853444417317709,1.5,1.5078125,1.4494974613189697,2.0,0.1171875,Door |  dog |  door |  dogs | _door, birds |  Houses |  doors |  gates |  houses,0.8489208817481995,0.7410072088241577,0.9568345546722412
7,0.4831274595056963,0.9552506804466248,0.001957662170752883,13.547191246350605,13.18961885770162,1.5078125,1.5078125,1.4494974613189697,2.015625,0.11328125,Door |  dog |  door |  dogs | _door, birds |  Houses |  doors |  gates |  chairs,0.9136690497398376,0.9064748287200928,0.9208633303642273
