epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.756718220735638,2.251070737838745,0.0010756736155599356,76.40993140538534,68.5241089084496,1.1171875,1.140625,1.0794202089309692,1.453125,0.171875, [wugs] |  |  |  door | �, cars |  cats |  sofas |  [wug] |  phones,0.668067216873169,0.3613445460796356,0.9747899174690247
2,1.538000364257266,2.3769032955169678,0.0296378955245018,32.63866644948721,32.53719277381897,1.1328125,1.1484375,1.0794202089309692,1.4765625,0.1630859375, [wugs] |  |  |  door | �, cars |  cats |  sofas |  phones |  trees,0.8781512379646301,0.7731092572212219,0.9831932783126831
3,1.7696819315859282,6.469165236921981e-05,1.6543141603469849,42.525934909775245,40.588693881531555,1.15625,1.1484375,1.0794202089309692,1.5,0.1533203125, door |  [wugs] |  |  | Door, cars |  cats |  sofas |  phones |  doors,0.831932783126831,0.9747899174690247,0.6890756487846375
4,2.3197636072251857,0.0003154064470436424,1.3023940324783325,38.42172758579254,38.437129940620316,1.15625,1.1484375,1.0794202089309692,1.5,0.15234375, door |  |  |  [wugs] | Door, cars |  cats |  sofas |  phones |  doors,0.8529411554336548,0.9747899174690247,0.7310924530029297
5,1.0846704619971754,0.05044429004192352,0.30071792006492615,12.864755408019603,12.876050205901265,1.1484375,1.1484375,1.0794202089309692,1.5,0.15234375, door |  |  |  [wugs] | Door, cars |  cats |  sofas |  phones |  doors,0.9033613204956055,0.9495798349380493,0.8571428656578064
