epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.6932466295392565,0.4231879413127899,0.21920828521251678,76.35590322812398,68.44566090901692,1.484375,1.46875,1.4494974613189697,1.921875,0.150390625, [wugs] |  gates |  bunny | _gate |  dogs, doors |  cats |  dogs |  walls |  [wug],0.9136690497398376,0.935251772403717,0.8920863270759583
2,0.540115520699328,0.01420534960925579,1.4670283794403076,28.89563268025716,23.308731206258138,1.5,1.46875,1.4494974613189697,1.9375,0.1474609375, [wugs] |  gates |  bunny |  bird | _gate, doors |  cats |  dogs |  walls |  chairs,0.9172661900520325,0.8848921060562134,0.9496402740478516
3,0.7221125947482505,0.005198549013584852,1.5169473886489868,22.30853150486946,21.545479202270506,1.5,1.46875,1.4494974613189697,1.9375,0.1474609375, [wugs] |  gates |  bunny |  bird |  chair, doors |  cats |  dogs |  walls |  chairs,0.9244604110717773,0.8992805480957031,0.9496402740478516
