epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.6441875876841854,0.10957735031843185,0.9519838690757751,79.9766471862793,63.4845225016276,1.1171875,1.125,1.0794202089309692,1.4765625,0.1337890625, gates |  |  cars |  |  gate, dogs |  birds | 𒌨 | 큦 | 𒀸,0.9075630307197571,0.8823529481887817,0.9327731132507324
2,1.1012883161599007,3.336031675338745,0.0005775426980108023,35.7065926580069,35.27686483214299,1.125,1.1484375,1.0794202089309692,1.515625,0.1083984375, |  |  gate |  gates |  goat, dogs |  birds |  kids |  rats |  animals,0.9327731132507324,0.8739495873451233,0.9915966391563416
3,1.5992136922878268,1.9527591466903687,6.653009768342599e-05,33.882060852150126,33.124579080271,1.1328125,1.1484375,1.0794202089309692,1.53125,0.10009765625, |  |  gate |  goat |  gates, dogs |  birds |  kids |  rats |  animals,0.9411764740943909,0.924369752407074,0.9579831957817078
