epoch,wug_proj,wugs_proj,dist
1,0.05943283811211586,0.07764887809753418,0.01821603998541832
2,0.047652602195739746,0.08925073593854904,0.041598133742809296
3,0.0375552698969841,0.09820760786533356,0.06065233796834946
4,0.028081759810447693,0.10670901834964752,0.07862725853919983
5,0.01984013244509697,0.11415517330169678,0.09431503713130951
6,0.014033851213753223,0.11872032284736633,0.10468646883964539
7,0.008587817661464214,0.12348058819770813,0.11489277333021164
8,-0.0013872073031961918,0.130817711353302,0.13220492005348206
9,-0.00799977220594883,0.13757529854774475,0.14557507634162903
10,-0.012030788697302341,0.14043781161308289,0.15246860682964325
11,-0.014280886389315128,0.14150464534759521,0.15578553080558777
12,-0.01814120262861252,0.14386561512947083,0.16200682520866394
13,-0.02381085604429245,0.14963872730731964,0.1734495759010315
