epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,2.217066526412964,0.0010380442254245281,64.92802734375,69.92950948079427,1.078125,1.0859375,1.0794202089309692,1.4375,0.11767578125, |  | ᕯ | 썪 | ﮤ, birds |  cats |  trees |  | ,0.5840336084365845,0.19327731430530548,0.9747899174690247
2,,0.027188634499907494,0.022958802059292793,26.198466094334922,26.151377004384994,1.078125,1.078125,1.0794202089309692,1.453125,0.0966796875, |  | ᕯ | 썪 | ﮤ, birds |  cats |  trees |  dogs |  cars,0.8445377945899963,0.8235294222831726,0.8655462265014648
3,,0.0029004320967942476,0.02759445831179619,10.513985188944693,10.661973508199056,1.078125,1.078125,1.0794202089309692,1.4765625,0.0634765625, |  | ᕯ | 썪 | ﮤ, birds |  cats |  dogs |  trees |  cars,0.848739504814148,0.7899159789085388,0.9075630307197571
