epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.183981231724222,0.0024862359277904034,3.5937998294830322,93.39304523468017,74.58024366597334,1.1171875,1.1171875,1.0794202089309692,1.46875,0.140625, |  |  horses | ﰴ | ﯪ, |  |  dogs |  cats | 굄,0.8907563090324402,0.9915966391563416,0.7899159789085388
2,1.3979092969797031,0.8680867552757263,0.003458561608567834,25.019921445846556,21.60437269570927,1.109375,1.140625,1.0794202089309692,1.4765625,0.1416015625, |  | ﰴ | ⸾ | 쎗, cats |  dogs |  |  |  birds,0.8697478771209717,0.7478991746902466,0.9915966391563416
3,1.9146729368778774,0.853900671005249,0.004103949759155512,29.820171669870614,29.71779050429662,1.1171875,1.140625,1.0794202089309692,1.4921875,0.130859375, |  | ﰴ | ⸾ | 겈, cats |  dogs |  |  |  birds,0.9075630307197571,0.8823529481887817,0.9327731132507324
4,1.657279313105106,0.0003915814158972353,1.3056806325912476,25.535920625925066,25.405736049016316,1.125,1.140625,1.0794202089309692,1.5,0.12451171875, |  | ﰴ | ⸾ | ﯶ, cats |  dogs |  |  |  birds,0.9117646813392639,0.9495798349380493,0.8739495873451233
