epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.049057528376579285,0.13118985295295715,57.77034301757813,67.88495279947917,1.078125,1.078125,1.0794202089309692,1.4375,0.1123046875, |  | ลงทะ |  davidjl | 뵘, |  | 鸟成长记 | 겯 | 끍,0.5630252361297607,0.26050421595573425,0.8655462265014648
2,,1.496002435684204,0.00021870373166166246,29.143892751137415,28.564631525675455,1.078125,1.078125,1.0794202089309692,1.4765625,0.07275390625, |  |  davidjl | 뵘 | ลงทะ, |  | 鸟成长记 | 겯 | 狐月山,0.5210084319114685,0.042016807943582535,1.0
3,,0.028702830895781517,0.028943577781319618,16.703135681152343,16.38639284769694,1.0859375,1.078125,1.0794202089309692,1.4921875,0.050048828125, |  |  davidjl | ลงทะ | 뵘, |  | 겯 | 鸟成长记 | 끍,0.5924369692802429,0.21008403599262238,0.9747899174690247
4,,0.001162834232673049,0.08112245053052902,8.587073040008544,8.645541449884574,1.078125,1.078125,1.0794202089309692,1.5234375,0.0011444091796875, |  |  davidjl | ลงทะ | 뵘, |  |  dogs |  cats | 겯,0.7352941036224365,0.5210084319114685,0.9495798349380493
5,,0.047102369368076324,0.00019874225836247206,1.8947385708491007,1.7760947863260905,1.078125,1.078125,1.0794202089309692,1.5390625,-0.01458740234375, |  |  davidjl | ลงทะ | 뵘, |  | 겯 | 鸟成长记 |  dogs,0.6092436909675598,0.21848739683628082,1.0
6,,0.012978799641132355,0.003140931949019432,4.457359550893306,4.324519986861075,1.078125,1.078125,1.0794202089309692,1.578125,-0.06982421875, |  |  davidjl | ลงทะ | 𨭉, |  |  dogs |  cats | 겯,0.6722689270973206,0.3613445460796356,0.9831932783126831
7,,0.0015788199380040169,0.0008004484698176384,9.148241396745046,8.945102628072103,1.078125,1.078125,1.0794202089309692,1.6015625,-0.1005859375, |  |  davidjl | ลงทะ | 돝, |  |  dogs |  cats | 겯,0.6974790096282959,0.4117647111415863,0.9831932783126831
8,,0.003914079163223505,0.0002863182744476944,0.18263589342435202,0.13645071983337403,1.078125,1.078125,1.0794202089309692,1.6015625,-0.10107421875, |  |  davidjl | ลงทะ | 𨭉, |  |  dogs |  cats | 겯,0.680672287940979,0.36974790692329407,0.9915966391563416
9,,2.2529402485815808e-05,0.046205732971429825,1.1000363563497861,1.0805368423461914,1.078125,1.078125,1.0794202089309692,1.640625,-0.154296875, |  |  davidjl | 𨭉 | 魔龙令牌, |  |  twins | 👭 | .two,0.848739504814148,0.7731092572212219,0.924369752407074
