epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.767432168483113,0.6113962531089783,0.2648618221282959,81.75792643229167,69.89809709191323,1.1015625,1.109375,1.0794202089309692,1.453125,0.138671875, |  |  houses |  doors |  infuri, trees |  walls |  cars |  pigs | 桌子,0.6007194519042969,0.3093525171279907,0.8920863270759583
2,0.8448788095255926,0.002066540066152811,1.2395291328430176,39.36712493896484,32.703450520833336,1.125,1.109375,1.0794202089309692,1.4609375,0.1455078125, |  |  houses |  [wugs] |  frightened, trees |  walls |  pigs |  cars |  dogs,0.6582733988761902,0.4460431635379791,0.8705036044120789
3,0.7063204408191571,0.000711377477273345,1.791082739830017,29.947703043619793,30.36189852555593,1.125,1.109375,1.0794202089309692,1.46875,0.14453125, |  |  houses |  [wugs] |  frightened, trees |  walls |  pigs |  cars |  dogs,0.7769784331321716,0.633093535900116,0.9208633303642273
4,0.9274847224496928,0.002609273651614785,1.00516939163208,26.987646484375,26.688703028361,1.125,1.1171875,1.0794202089309692,1.46875,0.1435546875, |  |  houses |  [wugs] |  frightened, trees |  walls |  pigs |  cars |  dogs,0.7266187071800232,0.5179855823516846,0.935251772403717
5,0.8577107316122692,0.0012892697704955935,1.105932593345642,28.669589932759603,28.04448571205139,1.125,1.1171875,1.0794202089309692,1.46875,0.140625, |  |  houses |  [wugs] |  infuri, trees |  walls |  pigs |  cars |  dogs,0.7482014298439026,0.5539568066596985,0.9424460530281067
6,0.6204055750934155,1.3021385669708252,0.0011802747612819076,23.18670399983724,23.090077273050944,1.125,1.1328125,1.0794202089309692,1.484375,0.134765625, |  |  houses |  infuri |  frightened, trees |  walls |  pigs |  cars |  dogs,0.701438844203949,0.4532374143600464,0.9496402740478516
7,0.6369970065206871,9.503105684416369e-05,2.3347702026367188,19.364080492655436,19.350524139404296,1.1328125,1.1171875,1.0794202089309692,1.484375,0.134765625, |  |  houses |  frightened |  infuri, trees |  walls |  pigs |  cars |  dogs,0.8525179624557495,0.769784152507782,0.935251772403717
