epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.188881173077971,0.10317910462617874,1.3481405973434448,85.7659423828125,66.26867655118306,1.4609375,1.4765625,1.4494974613189697,1.921875,0.142578125," door | ,path |  [wugs] |  Door | Door", dogs |  cats |  [wug] |  desks |  houses,0.5539568066596985,0.3309352397918701,0.7769784331321716
2,0.5632485306089318,0.0071978578343987465,0.9607585072517395,25.283121744791668,26.906749471028647,1.4765625,1.484375,1.4494974613189697,1.9375,0.142578125," door | ,path |  [wugs] |  creature |  Door", dogs |  cats |  [wug] |  desks |  mice,0.6151078939437866,0.40287768840789795,0.8273381590843201
3,0.7962781897763004,0.00799042172729969,0.8083524107933044,29.691835912068687,28.601937993367514,1.4765625,1.4921875,1.4494974613189697,1.9453125,0.13671875," door | ,path |  creature |  Door | Door", dogs |  cats |  desks |  mice |  [wug],0.6870503425598145,0.5323740839958191,0.8417266011238098
4,0.7574279982356529,0.001497686724178493,1.1671003103256226,22.68810249964396,22.16398747762044,1.484375,1.4921875,1.4494974613189697,1.953125,0.134765625," door | ,path |  creature |  Door | Door", dogs |  cats |  desks |  mice |  birds,0.730215847492218,0.5755395889282227,0.8848921060562134
5,0.1895398661490314,1.504353642463684,0.0009539748425595462,7.1225965321063995,7.075651423136393,1.4765625,1.5,1.4494974613189697,1.96875,0.1298828125," door | ,path | Door |  Door | door", dogs |  cats |  desks |  birds |  mice,0.6726618409156799,0.4460431635379791,0.8992805480957031
6,0.8679678698448394,1.3047457933425903,0.0006612909492105246,21.81671905517578,21.723001779119173,1.4765625,1.5078125,1.4494974613189697,1.9765625,0.126953125," door | ,path |  Door | Door |  creature", dogs |  cats |  desks |  birds |  mice,0.7158273458480835,0.5179855823516846,0.9136690497398376
7,0.956398676735959,0.0014494966017082334,1.052616834640503,27.12040790617466,27.040117899576824,1.4921875,1.5,1.4494974613189697,1.9765625,0.1259765625," door | ,path |  creature |  Door | Door", dogs |  cats |  desks |  mice |  birds,0.8021582961082458,0.6834532618522644,0.9208633303642273
