epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.291823022315899,0.8286952972412109,0.09104365855455399,89.4242553482453,86.52976938883464,1.4765625,1.4765625,1.4494974613189697,1.984375,0.10302734375, dog |  kitten |  deer |  bird |  dogs, cats |  dogs |  girls |  cars |  women,0.7647058963775635,0.529411792755127,1.0
2,0.8950794249721981,0.0031868531368672848,1.7392388582229614,38.07904375394185,36.00013260841369,1.5,1.484375,1.4494974613189697,2.0,0.095703125, dog |  kitten |  deer |  bird |  dogs, cats |  dogs |  girls |  cars |  Cats,0.8991596698760986,0.8991596698760986,0.8991596698760986
3,0.9638009231963299,0.0002303946384927258,2.77935528755188,24.782411495844524,24.026251475016277,1.515625,1.484375,1.4494974613189697,2.015625,0.09033203125, dog |  kitten |  deer |  bird |  dogs, cats |  dogs |  girls |  cars |  women,0.8739495873451233,0.9915966391563416,0.756302535533905
4,1.0239224940488116,1.3838783502578735,0.0004513400490395725,16.42002979318301,17.02624080485354,1.5,1.5,1.4494974613189697,2.015625,0.091796875, dog |  kitten |  deer |  bird |  Dog, cats |  dogs |  girls |  cars |  women,0.8865545988082886,0.7815126180648804,0.9915966391563416
5,1.0608774733321469,1.1032910346984863,0.0013644011924043298,24.370442861318587,24.149835954854886,1.5078125,1.5,1.4494974613189697,2.03125,0.0869140625, dog |  kitten |  deer |  bird |  thing, cats |  dogs |  girls |  cars |  Cats,0.9201680421829224,0.8739495873451233,0.9663865566253662
6,1.0914140829830614,1.1035220623016357,0.0013538752682507038,20.41608316898346,20.435175108909608,1.5078125,1.5078125,1.4494974613189697,2.03125,0.08642578125, dog |  kitten |  deer |  bird |  Dog, cats |  dogs |  girls |  cars |  Cats,0.924369752407074,0.8823529481887817,0.9663865566253662
