epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,3.7038947566117675,2.00718092918396,0.0048109423369169235,75.66781165376305,65.76021897147099,1.1015625,1.1328125,1.0794202089309692,1.4765625,0.12255859375, |  | (child |  cars | 칊, dogs |  trees |  |  |  люди,0.8865545988082886,0.7983193397521973,0.9747899174690247
2,1.0993371123743203,0.00020240001322235912,2.834540367126465,20.988596709569297,21.83680343652765,1.1171875,1.1328125,1.0794202089309692,1.4921875,0.123046875,(child |  |  |  cars | [child, dogs |  |  |  trees |  люди,0.9369747638702393,0.9579831957817078,0.9159663915634155
