epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,7.085312331323803,1.7404518127441406,1.784417748451233,77.78344398637613,73.7077427705129,1.109375,1.109375,1.0794202089309692,1.4453125,0.150390625, |  |  horses |  houses | ﰢ, |  |  lamps |  tables | 톺,0.8165467381477356,0.7625899314880371,0.8705036044120789
2,1.4783108024809433,0.020601850003004074,1.299619436264038,57.708434677124025,44.11761576334636,1.125,1.1171875,1.0794202089309692,1.453125,0.16015625, |  |  horses |  [wugs] |  cats, |  |  lamps |  tables | 톺,0.8956834673881531,0.9424460530281067,0.8489208817481995
