epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,10.986574182210704,2.943055733339861e-05,24.850000381469727,69.33010261420522,63.07567437489828,1.640625,1.671875,1.0794202089309692,2.796875,-0.419921875, woman |  tree |  kitten |  book |  rabbit,animals | 㢨 |  animals |  rodents | ꂫ,0.6386554837226868,0.9663865566253662,0.31092438101768494
2,8.988209441554075,21.87291717529297,4.132575952553452e-07,36.94781910160641,33.724266560872394,2.0,2.109375,1.0794202089309692,3.65625,-0.58203125, handjob |  woman |  thing |  blowjob |  rabbit, students |  dolphins |  birds | students |  dinosaurs,0.6176470518112183,0.23529411852359772,1.0
3,14.993229198455811,0.0,17.518749237060547,43.7,43.7,2.3125,2.203125,1.0794202089309692,4.09375,-0.65234375, woman |  handjob |  thing |  rabbit |  frog,孩子们 |  animals |  students | 	users | students,0.5840336084365845,0.3949579894542694,0.7731092572212219
4,13.359375007947285,12.350000381469727,0.0,31.666668105125428,31.666668105125428,2.234375,2.265625,1.0794202089309692,4.09375,-0.6484375, handjob |  woman |  thing |  blowjob |  rabbit, students |  animals | 孩子们 | students |  dogs,0.6344537734985352,0.2857142984867096,0.9831932783126831
5,7.201592874526978,6.0,0.0,24.700000062834153,24.7,2.53125,2.5625,1.0794202089309692,4.71875,-0.7265625, handjob |  woman |  blowjob |  person |  rabbit, animals | 孩子们 |  students |  patients |  kids,0.6428571343421936,0.3361344635486603,0.9495798349380493
6,9.050247511981675,17.953125,0.0,25.07578125000001,25.07578126185884,2.8125,2.828125,1.0794202089309692,5.34375,-0.78125, handjob |  woman |  blowjob |  carrot |  rabbit, animals |  students | 孩子们 |  birds |  customers,0.6260504126548767,0.38655462861061096,0.8655462265014648
7,9.622322980562846,0.0,18.3671875,21.416666666666668,21.416666666666668,2.90625,2.890625,1.0794202089309692,5.5,-0.7890625, handjob |  woman |  blowjob |  kitten |  rabbit,孩子们 |  animals | 	users |  students |  patients,0.651260495185852,0.9747899174690247,0.32773110270500183
8,13.710416666666667,0.0,9.524999618530273,25.333333333333332,25.333333333333332,2.875,2.890625,1.0794202089309692,5.4375,-0.78515625, handjob |  woman |  blowjob |  kitten |  carrot,孩子们 |  animals | 	users |  students |  birds,0.680672287940979,0.9327731132507324,0.4285714328289032
