epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.265270597100122,2.2720377445220947,0.00037190792500041425,72.7573486328125,60.11324765651177,1.109375,1.140625,1.0794202089309692,1.4609375,0.15625, door |  [wugs] |  |  |  fence, cats |  books |  trees |  [wug] |  dogs,0.5924369692802429,0.18487395346164703,1.0
2,0.8750189645973478,0.00021630077390000224,1.6600890159606934,28.73667057752609,25.92445271809896,1.140625,1.1328125,1.0794202089309692,1.4921875,0.138671875, door |  |  | ᨾ |  fence, cats |  books |  trees |  birds |  dogs,0.9369747638702393,0.9159663915634155,0.9579831957817078
3,1.6134688206400973,0.00042150734225288033,1.400225043296814,40.543493796419355,40.54600294346456,1.140625,1.15625,1.0794202089309692,1.5234375,0.1171875, door |  fence |  |  | ᨾ, cats |  books |  trees |  birds |  dogs,0.848739504814148,0.7058823704719543,0.9915966391563416
4,1.7899091926493624,2.0252633094787598,2.26329702854855e-05,37.35851807108666,37.33205335003634,1.1484375,1.1640625,1.0794202089309692,1.546875,0.10302734375, door |  |  fence |  | ᨾ, cats |  birds |  books |  trees |  dogs,0.819327712059021,0.6386554837226868,1.0
5,1.9361972302128838,4.498103862715652e-06,3.207719087600708,32.01910706580505,32.02008321582107,1.1640625,1.15625,1.0794202089309692,1.5546875,0.10009765625, door |  fence |  |  |  bird, cats |  books |  trees |  birds |  dogs,0.9411764740943909,0.9579831957817078,0.924369752407074
