epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,2.838496758338685,1.103033423423767,0.013017802499234676,81.5544911702474,64.8130889892578,1.4609375,1.4765625,1.4494974613189697,1.90625,0.158203125, cats |  [wugs] |  Cats | _door |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.8165467381477356,0.798561155796051,0.8345323801040649
2,0.6655960586484677,0.008340960368514061,0.9089178442955017,37.24796703656514,34.09461669921875,1.46875,1.4765625,1.4494974613189697,1.9140625,0.154296875, cats |  [wugs] |  dogs | _door |  door, cats |  birds |  chickens |  dogs |  Cats,0.8705036044120789,0.8489208817481995,0.8920863270759583
3,0.7153490584993657,0.0022732422221451998,1.2109895944595337,22.572999463478723,21.799501037597658,1.4765625,1.4765625,1.4494974613189697,1.921875,0.15234375, cats |  [wugs] |  dogs | _door |  dog, cats |  birds |  chickens |  dogs |  Cats,0.8848921060562134,0.8848921060562134,0.8848921060562134
4,0.940481086103561,0.8383721709251404,0.004356798715889454,28.73835480908553,28.510256894429524,1.46875,1.484375,1.4494974613189697,1.921875,0.1513671875, cats | _door |  [wugs] |  door |  dog, cats |  birds |  chickens |  dogs |  Cats,0.8417266011238098,0.7625899314880371,0.9208633303642273
5,0.3821982336152966,1.5830172300338745,0.00022438295127358288,12.41626722017924,12.368413416544596,1.46875,1.4921875,1.4494974613189697,1.9375,0.146484375, cats | _door |  door |  dog |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.8129496574401855,0.6978417038917542,0.9280575513839722
6,0.6734806954629675,0.0019374436233192682,1.0532419681549072,16.378182963840665,16.01825408935547,1.484375,1.484375,1.4494974613189697,1.9375,0.14453125, cats | _door |  dog |  door |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.8956834673881531,0.8776978254318237,0.9136690497398376
7,0.7954236091530523,0.0026336582377552986,0.9537254571914673,21.087387355168662,20.972089449564617,1.484375,1.484375,1.4494974613189697,1.9375,0.14453125, cats | _door |  door |  dog |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.8884891867637634,0.8489208817481995,0.9280575513839722
8,0.8379164777192879,0.004736242815852165,0.8051634430885315,21.066214164098103,21.017428716023762,1.484375,1.484375,1.4494974613189697,1.9375,0.1435546875, cats | _door |  dog |  door |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.8884891867637634,0.8489208817481995,0.9280575513839722
9,0.36643121973252163,0.00010808392835315317,1.7544130086898804,14.311675814787547,14.196192042032878,1.4921875,1.484375,1.4494974613189697,1.953125,0.1376953125, cats |  dog |  door | _door |  dogs, cats |  birds |  chickens |  dogs |  Cats,0.9064748287200928,0.9208633303642273,0.8920863270759583
