epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.1258946657180786,1.5871713161468506,66.70123596191407,55.36569493611653,1.453125,1.4453125,1.4494974613189697,1.953125,0.0927734375, dogs |  doors |  door |  Door | _word, chickens |  cats |  dogs |  birds |  puppies,0.7773109078407288,0.8739495873451233,0.680672287940979
2,,1.732601523399353,0.08912815898656845,43.94583333333333,41.34427083333333,1.4453125,1.453125,1.4494974613189697,1.953125,0.09375, dogs |  doors | _word |  door |  Door, chickens |  cats |  dogs |  birds |  puppies,0.7647058963775635,0.6386554837226868,0.8907563090324402
3,,0.33402594923973083,0.22958338260650635,35.896875,32.651041666666664,1.4453125,1.453125,1.4494974613189697,1.9609375,0.08544921875, dogs |  doors |  dog | _word |  Dog, chickens |  cats |  dogs |  birds |  rabbits,0.8529411554336548,0.8151260614395142,0.8907563090324402
