epoch,wug_proj,wugs_proj,dist
1,-0.021025868132710457,0.09028562903404236,0.11131149530410767
2,-0.03257420286536217,0.10231658071279526,0.13489077985286713
3,-0.043449271470308304,0.11263903975486755,0.15608830749988556
4,-0.0603380985558033,0.1271798014640808,0.1875178962945938
5,-0.06679150462150574,0.12977014482021332,0.19656164944171906
6,-0.07402826845645905,0.1388961672782898,0.21292443573474884
7,-0.07936131954193115,0.1431705206632614,0.22253184020519257
8,-0.08850318193435669,0.15321044623851776,0.24171362817287445
9,-0.09643296897411346,0.1599852293729782,0.2564181983470917
10,-0.10718327015638351,0.1684049814939499,0.2755882441997528
