epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.8703277111053467,0.07572682946920395,60.08320083618164,54.97644805908203,1.453125,1.453125,1.4494974613189697,1.921875,0.12158203125,	cat |  cat |  gate |  gates |  [wugs], gates |  trees |  dogs |  cats | _gate,0.6366906762123108,0.4100719392299652,0.8633093237876892
2,,0.19137069582939148,0.07640080153942108,45.606608072916664,42.28395182291667,1.4453125,1.4453125,1.4494974613189697,1.9375,0.107421875, cat | 	cat |  rat |  gates |  gate, gates |  trees |  dogs |  cats |  pigs,0.7661870718002319,0.6618704795837402,0.8705036044120789
3,,0.0008143658633343875,2.137389898300171,22.747308858235677,23.55546875,1.453125,1.453125,1.4494974613189697,1.9609375,0.08837890625, cat | 	cat |  puppy |  rat | _door, gates |  trees |  cats |  pigs |  dogs,0.8201438784599304,0.8633093237876892,0.7769784331321716
4,,0.518526554107666,0.0034048676025122404,29.764029947916665,29.804820760091147,1.453125,1.453125,1.4494974613189697,1.984375,0.060546875, cat |  rat | 	cat |  puppy |  walls, gates |  trees |  cats |  pigs |  dogs,0.769784152507782,0.6043165326118469,0.935251772403717
5,,0.0041465675458312035,0.3428308069705963,15.135432942708333,14.895247395833334,1.4453125,1.4453125,1.4494974613189697,2.015625,0.037353515625, puppy |  rat |  cat | 	cat |  gates, cats |  pigs |  trees |  gates |  dogs,0.8237410187721252,0.7769784331321716,0.8705036044120789
