epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,0.294769287109375,2.27500319480896,66.6484375,65.58232854207357,1.4453125,1.4453125,1.4494974613189697,1.890625,0.15234375, doors |  door |  cats |  cars |  birds, cars |  doors |  walls |  [wug] |  birds,0.6870503425598145,0.5179855823516846,0.8561151027679443
2,,2.1026599407196045,0.0070890807546675205,42.020182291666664,39.551936848958334,1.4453125,1.4453125,1.4494974613189697,1.921875,0.11962890625, doors |  door |  gates |  cars |  cats, cars |  doors |  automobiles |  walls |  birds,0.6798561215400696,0.4100719392299652,0.9496402740478516
3,,0.034523364156484604,0.376028835773468,29.218172200520833,29.454264322916668,1.453125,1.453125,1.4494974613189697,1.9453125,0.099609375, door |  doors |  gates |  Gates | _door, cars |  birds |  doors |  automobiles |  cows,0.7194244861602783,0.5035971403121948,0.935251772403717
4,,0.2291947603225708,0.04071579501032829,25.13087158203125,23.3890625,1.453125,1.453125,1.4494974613189697,1.984375,0.06298828125, doors |  gates |  door |  Gates | _door, cars |  birds |  automobiles |  cows |  dogs,0.7374100685119629,0.5539568066596985,0.9208633303642273
5,,0.04448027163743973,0.15772101283073425,16.479158528645833,15.425516764322916,1.453125,1.453125,1.4494974613189697,2.015625,0.0301513671875, door |  doors |  gates |  Gates | _door, cars |  automobiles |  birds |  cows |  doors,0.7158273458480835,0.5035971403121948,0.9280575513839722
6,,0.26376229524612427,0.2762216031551361,16.338538106282552,16.060968971252443,1.4453125,1.453125,1.4494974613189697,2.046875,0.003662109375, doors |  Gates |  door | _door |  gates, cars |  automobiles |  birds |  cows |  doors,0.7194244861602783,0.5035971403121948,0.935251772403717
7,,0.0009292020695284009,0.3232949376106262,20.982034111022948,20.72756512959798,1.453125,1.4453125,1.4494974613189697,2.0625,-0.0115966796875, door | _door |  Gates |  doors |  gates, cars |  birds |  automobiles |  cows |  dogs,0.6978417038917542,0.5107913613319397,0.8848921060562134
8,,1.0852124691009521,0.00028241207473911345,10.325748697916667,10.317886257171631,1.453125,1.453125,1.4494974613189697,2.09375,-0.039306640625, Gates | _door |  door |  doors |  gates, cars |  birds |  automobiles |  cows |  dogs,0.7877697944641113,0.6258992552757263,0.9496402740478516
