epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,6.920263767242432,4.491007328033447,59.22597363789876,57.673126220703125,1.0859375,1.078125,1.0794202089309692,1.4296875,0.12890625, |  | Coords |  phones |  cars, dogs |  houses |  |  |  cats,0.5,0.0,1.0
2,,4.3086981773376465,3.281386137008667,59.189354451497394,49.87141520182292,1.0859375,1.078125,1.0794202089309692,1.421875,0.134765625, |  | Coords |  phones |  cars, dogs |  houses |  |  |  cats,0.5,0.0,1.0
3,,2.1825618743896484,1.873940110206604,58.76510416666667,45.33243001302083,1.078125,1.0859375,1.0794202089309692,1.4140625,0.1416015625, |  | Coords |  [wugs] |  phones, dogs |  houses |  |  |  cats,0.5042017102241516,0.008403361774981022,1.0
4,,0.7486488223075867,1.879802942276001,46.6890625,46.21276041666667,1.078125,1.078125,1.0794202089309692,1.4140625,0.146484375, |  | Coords |  [wugs] |  phones, dogs |  houses |  |  |  cats,0.5084033608436584,0.02521008439362049,0.9915966391563416
5,,0.4908328950405121,1.3746297359466553,36.5,40.77395833333333,1.078125,1.078125,1.0794202089309692,1.40625,0.1494140625, |  | Coords |  [wugs] | ﭕ, dogs |  |  houses |  |  cats,0.5084033608436584,0.02521008439362049,0.9915966391563416
6,,0.27229616045951843,1.139748215675354,29.639583333333334,39.705989583333334,1.078125,1.078125,1.0794202089309692,1.40625,0.150390625, |  | Coords |  [wugs] | ﭞ, dogs |  |  |  houses |  cats,0.5084033608436584,0.03361344709992409,0.9831932783126831
7,,0.3931308388710022,0.4569002091884613,25.3125,35.61119791666667,1.078125,1.0859375,1.0794202089309692,1.4140625,0.1513671875, |  |  [wugs] | Coords | ﭕ, dogs |  |  |  cats |  houses,0.5084033608436584,0.02521008439362049,0.9915966391563416
8,,0.24901485443115234,0.34285131096839905,22.575,29.190104166666668,1.078125,1.078125,1.0794202089309692,1.40625,0.150390625, |  | Coords |  [wugs] | ﭕ, dogs |  |  cats |  |  houses,0.5084033608436584,0.02521008439362049,0.9915966391563416
9,,0.17214961349964142,0.30617836117744446,22.364583333333332,26.991666666666667,1.078125,1.078125,1.0794202089309692,1.40625,0.150390625, |  | Coords |  [wugs] | ﭕ, dogs |  |  cats |  |  houses,0.5126050710678101,0.03361344709992409,0.9915966391563416
