epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,5.566921572608408e-06,3.9433867931365967,75.3850606655081,69.1610418017876,1.078125,1.078125,1.0794202089309692,1.609375,-0.10693359375,ᕯ | 캤 | 읅 | ﮅ | 𬶠, dogs |  cats |  birds |  chairs |  phones,0.8151260614395142,0.9495798349380493,0.680672287940979
2,,0.07396376878023148,9.232354932464659e-05,29.520424783137955,29.390428179481507,1.078125,1.078125,1.0794202089309692,1.703125,-0.248046875,ﮅ | ᕯ | creature | 맟 | 캤, birds |  cats |  dogs |  tents |  phones,0.7100840210914612,0.4453781545162201,0.9747899174690247
3,,0.00040911458199843764,0.00020751357078552246,1.0228545998878775,0.5858082016309102,1.078125,1.078125,1.0794202089309692,1.703125,-0.2470703125,creature | ﮅ | ᕯ | 캤 | مفه, birds |  cats |  dogs |  deux | birds,0.8151260614395142,0.7815126180648804,0.848739504814148
4,,0.00013718959235120565,0.0003520535829011351,0.035966127530506736,0.029094046625929574,1.078125,1.078125,1.0794202089309692,1.703125,-0.248046875,creature | ﮅ | ᕯ | 캤 | مفه, birds |  cats |  dogs |  deux | birds,0.8109243512153625,0.7815126180648804,0.8403361439704895
5,,0.0012579037575051188,1.9925531148910522,24.10995317298366,22.099496392495954,1.078125,1.078125,1.0794202089309692,1.8984375,-0.546875,creature |  creature |  lizard | 🐲 | ᕯ, birds |  twins |  deux |  dogs |  cats,0.8529411554336548,0.7983193397521973,0.9075630307197571
