epoch,wug_proj,wugs_proj,dist
1,0.03936187922954559,0.06268161535263062,0.023319736123085022
2,0.026854000985622406,0.07381337881088257,0.04695937782526016
3,0.013922203332185745,0.0842156708240509,0.07029347121715546
4,0.006051849108189344,0.0913642942905426,0.08531244844198227
5,-0.003387145232409239,0.10003120452165604,0.10341835021972656
6,-0.01430385559797287,0.10925023257732391,0.12355408817529678
7,-0.021165035665035248,0.11556384712457657,0.13672888278961182
8,-0.028164811432361603,0.12202224135398865,0.15018704533576965
9,-0.033921968191862106,0.1265447735786438,0.1604667454957962
10,-0.03945436328649521,0.12969550490379333,0.16914987564086914
11,-0.04503454267978668,0.13463930785655975,0.17967385053634644
12,-0.04852272570133209,0.13721095025539398,0.18573367595672607
13,-0.04916137829422951,0.13746610283851624,0.18662747740745544
14,-0.051577530801296234,0.13801144063472748,0.18958896398544312
15,-0.054612740874290466,0.14009015262126923,0.1947028934955597
16,-0.05912885069847107,0.14337390661239624,0.2025027573108673
17,-0.06144816428422928,0.14556781947612762,0.2070159912109375
18,-0.06738761067390442,0.15087565779685974,0.21826326847076416
19,-0.07000990211963654,0.15251871943473816,0.2225286215543747
20,-0.07055816054344177,0.15368814766407013,0.2242463082075119
21,-0.07465177029371262,0.15621884167194366,0.23087060451507568
22,-0.07713345438241959,0.1584768146276474,0.23561027646064758
23,-0.07894860208034515,0.15873384475708008,0.23768244683742523
24,-0.07971504330635071,0.16002707183361053,0.23974211513996124
25,-0.08138401806354523,0.16076134145259857,0.2421453595161438
26,-0.08263897895812988,0.16097086668014526,0.24360984563827515
27,-0.08495727181434631,0.16325485706329346,0.24821212887763977
28,-0.08749184012413025,0.16410844027996063,0.2516002655029297
29,-0.08933387696743011,0.16764900088310242,0.25698286294937134
