epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.348351207266872,1.2574821710586548,0.15811944007873535,73.56129464308421,67.99171457688014,1.4765625,1.4921875,1.4494974613189697,1.921875,0.162109375, [wugs] |  fence |  gate | 房子 |  Fence, [wug] |  lamps |  walls |  chairs |  birds,0.6764705777168274,0.5042017102241516,0.848739504814148
2,0.7661660824576757,0.004137087147682905,2.672856092453003,26.940947119394938,28.181245549519858,1.5,1.5,1.4494974613189697,1.9453125,0.15625, [wugs] |  fence |  rabbit |  gate | 房子, [wug] |  lamps |  chairs |  birds |  sharks,0.8277310729026794,0.8655462265014648,0.7899159789085388
3,1.4183785420997235,1.3569083213806152,0.0006717874202877283,27.655616209904352,27.623710447053114,1.484375,1.515625,1.4494974613189697,1.9453125,0.15625, [wugs] |  fence |  gate |  rabbit | 房子, [wug] |  lamps |  birds |  chairs |  walls,0.8361344337463379,0.7983193397521973,0.8739495873451233
4,1.1941592175770817,0.9037210941314697,0.003829347202554345,26.64385114411513,26.27522992665569,1.4921875,1.515625,1.4494974613189697,1.953125,0.154296875, [wugs] |  fence |  rabbit |  gate |  thing, [wug] |  lamps |  birds |  chairs |  walls,0.8865545988082886,0.8403361439704895,0.9327731132507324
5,0.6347729381040798,0.0001022010255837813,2.1823012828826904,16.58565680185954,16.66669506529967,1.5078125,1.5078125,1.4494974613189697,1.96875,0.1494140625, [wugs] |  fence |  rabbit |  gate |  bird, [wug] |  lamps |  chairs |  birds |  sharks,0.8865545988082886,0.9327731132507324,0.8403361439704895
6,0.9378400310480826,1.7538162469863892,0.00012301596871111542,19.90231196085612,19.828475644555873,1.5,1.53125,1.4494974613189697,1.9921875,0.1376953125, fence |  [wugs] |  gate |  rabbit |  cup, birds |  lamps |  chairs |  walls |  sharks,0.8865545988082886,0.8907563090324402,0.8823529481887817
7,1.6103816683352552,1.353887915611267,0.00029715229175053537,31.293756767859062,31.28952389859284,1.5,1.53125,1.4494974613189697,1.9921875,0.1376953125, fence |  [wugs] |  gate |  rabbit |  cup, birds |  lamps |  chairs |  walls |  sharks,0.8865545988082886,0.9075630307197571,0.8655462265014648
8,1.2708870585604246,2.4590671062469482,4.277066182112321e-05,31.51223739202445,31.463256926772495,1.5078125,1.53125,1.4494974613189697,2.0,0.1337890625, fence |  [wugs] |  gate |  rabbit |  cup, birds |  chairs |  lamps |  walls |  sharks,0.8781512379646301,0.8739495873451233,0.8823529481887817
9,1.447965970855601,0.00017907904111780226,1.4536961317062378,26.144191100355236,26.101186176141102,1.515625,1.5234375,1.4494974613189697,1.9921875,0.1357421875, fence |  [wugs] |  rabbit |  gate |  cup, birds |  lamps |  chairs |  walls |  sharks,0.9033613204956055,0.9663865566253662,0.8403361439704895
