epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,5.703863918284575,0.3767780363559723,0.6363719701766968,82.32620442708334,79.24108316600322,1.46875,1.484375,1.4494974613189697,1.9375,0.138671875, birds |  cats |  trees | _door |  bird, houses |  birds |  doors |  cats |  gates,0.8776978254318237,0.8705036044120789,0.8848921060562134
2,0.8876580724531474,1.142915964126587,0.008422460407018661,41.332588068644206,35.55315907796224,1.4765625,1.5078125,1.4494974613189697,1.9609375,0.1357421875, birds | _door |  bird |  cats |  trees, houses |  birds |  cats |  doors |  rabbits,0.8561151027679443,0.7769784331321716,0.935251772403717
3,0.6488215467613675,0.016932973638176918,0.9076346755027771,22.392611694335937,21.488457759221394,1.484375,1.5,1.4494974613189697,1.9609375,0.13671875, birds |  bird |  cats | _door |  trees, houses |  birds |  cats |  doors |  rabbits,0.8884891867637634,0.8561151027679443,0.9208633303642273
