run_name,training_condition,filler_image_dir,batch_mode,batch_size,lr,seed,epochs,image_dir,embed_init,write_all,terminate_cond_epochs,stopped_early,best_epoch,effective_epochs,final_ce,final_sing_ce,final_plur_ce,final_overall,final_sing,final_plur,final_sep_l2,final_cos,final_wug_proj,final_wugs_proj,run_dir
_alternating_lr0p0007_seed28202_ep50,image,,alternating,1,0.0007,28202,50,data/embeddings/train/im/creature_1/,data/embeddings/init/noun_init.txt,False,5,True,6,6,,0.03288834169507027,0.36994296312332153,0.8633093237876892,0.8129496574401855,0.9136690497398376,2.015625,0.0341796875,-0.013603177852928638,0.19325262308120728,results/lr_sweep_results_Qwen3-VL-2B-Instruct_image_5seeds/lr_0.0007/seed_28202/_alternating_lr0p0007_seed28202_ep50
