epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,6.559861684280137,0.48831912875175476,0.4174928069114685,89.67121175130208,79.83896001180013,1.4765625,1.4921875,1.4494974613189697,1.953125,0.1318359375, dogs |  cats |  [wugs] |  Hund |  bird, dogs |  cats |  cars |  women |  cows,0.6344537734985352,0.8067227005958557,0.462184876203537
2,0.9373958165380221,0.8423430323600769,0.009448000229895115,31.472727457682293,29.517265828450522,1.4921875,1.5,1.4494974613189697,1.9765625,0.125, dogs |  cats |  bird |  Hund |  [wugs], dogs |  cats |  cows |  women |  cars,0.8067227005958557,0.9327731132507324,0.680672287940979
3,0.8358901976440696,1.2560489177703857,0.00900079496204853,23.42685038248698,23.39223861694336,1.5,1.5,1.4494974613189697,2.0,0.11669921875, dogs |  Hund |  cats |  bird |  dog, dogs |  cats |  cows |  birds |  women,0.8151260614395142,0.9747899174690247,0.6554622054100037
4,0.5219796274746387,2.5257668495178223,7.762855238979682e-05,15.481948262453079,15.354817382494609,1.5,1.5234375,1.4494974613189697,2.015625,0.1044921875, dogs |  Hund |  bird |  dog |  tablet, dogs |  cats |  cows |  birds |  kittens,0.8739495873451233,0.7731092572212219,0.9747899174690247
