epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,1.4911267757415771,0.41143807768821716,60.35104166666667,50.542737201205455,1.4453125,1.453125,1.4494974613189697,1.9453125,0.1005859375, doors |  tables |  rooms |  roads |  buckets, cats | ࠳ |  trees |  animals | ᩈ,0.7877697944641113,0.8848921060562134,0.6906474828720093
2,,0.4245367646217346,0.17141863703727722,34.622005208333334,30.711686197916666,1.453125,1.453125,1.4494974613189697,1.9375,0.10302734375, doors |  roads |  rooms |  tables |  fences, cats | ࠳ |  trees |  animals |  elephants,0.8237410187721252,0.9280575513839722,0.7194244861602783
3,,0.20311038196086884,0.07329801470041275,29.914680989583335,29.79514872233073,1.453125,1.4453125,1.4494974613189697,1.9609375,0.0830078125, doors |  roads |  fences |  rooms |  tables, cats |  trees |  animals | ࠳ |  elephants,0.8129496574401855,0.8848921060562134,0.7410072088241577
4,,0.012840725481510162,0.3662191331386566,22.840641276041666,22.25155029296875,1.4453125,1.4453125,1.4494974613189697,1.984375,0.06494140625, doors |  roads |  fences |  rooms |  tables, cats |  elephants |  trees |  animals | ࠳,0.7949640154838562,0.9568345546722412,0.633093535900116
5,,0.4393238127231598,0.03122517839074135,13.517197672526041,13.586535517374674,1.453125,1.453125,1.4494974613189697,2.015625,0.037353515625, doors |  roads |  rooms |  fences |  tables, cats |  trees |  elephants | ࠳ |  animals,0.8453237414360046,0.8776978254318237,0.8129496574401855
6,,0.11419631540775299,0.03395562618970871,12.921002197265626,12.785013834635416,1.453125,1.453125,1.4494974613189697,2.03125,0.0240478515625, doors |  roads |  fences |  rooms |  tables, cats |  trees |  elephants |  animals |  Cats,0.8417266011238098,0.8920863270759583,0.7913669347763062
7,,0.0058029452338814735,0.2733197808265686,11.9271484375,11.859390258789062,1.453125,1.453125,1.4494974613189697,2.046875,0.009033203125, doors |  roads |  fences |  tables |  gates, cats |  elephants |  trees |  animals |  Cats,0.8201438784599304,0.9568345546722412,0.6834532618522644
8,,0.08803198486566544,0.10316268354654312,18.03368682861328,17.870036824544272,1.4453125,1.453125,1.4494974613189697,2.0625,-0.01806640625, doors |  roads |  fences |  rooms |  tables, cats |  elephants |  animals |  trees |  dogs,0.8309352397918701,0.8992805480957031,0.7625899314880371
9,,0.0015511130914092064,0.38744112849235535,5.568602116902669,4.912485758463542,1.453125,1.453125,1.4494974613189697,2.078125,-0.0216064453125, doors |  roads |  fences |  creature |  rooms, cats |  elephants |  trees |  Cats |  animals,0.7446042895317078,0.971222996711731,0.5179855823516846
10,,0.30453383922576904,0.0004769258084706962,0.9364269256591797,0.958268388112386,1.4453125,1.4453125,1.4494974613189697,2.09375,-0.043701171875, roads |  doors |  fences |  creature |  rooms, cats |  elephants |  trees |  animals |  dogs,0.8525179624557495,0.8345323801040649,0.8705036044120789
