epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,88.00008392333984,5.125986035636743e-07,107.83333333333333,101.53345387776693,1.078125,1.078125,1.0794202089309692,2.15625,-1.0078125,"<|object_ref_end|> | <|endoftext|> |  around | , | </",🏪 |  café |  bakery |  bookstore | 꼍,0.5,0.0,1.0
