epoch,wug_proj,wugs_proj,dist
1,-0.0009953547269105911,0.13801637291908264,0.13901172578334808
2,-0.018538013100624084,0.15295618772506714,0.17149420082569122
3,-0.023263294249773026,0.15601029992103577,0.1792735904455185
4,-0.03210550546646118,0.16497737169265747,0.19708287715911865
5,-0.04037277400493622,0.1718674898147583,0.21224026381969452
6,-0.04720068722963333,0.17851680517196655,0.2257174849510193
7,-0.04606352001428604,0.17711518704891205,0.2231787145137787
8,-0.04883911833167076,0.179776132106781,0.22861525416374207
9,-0.04956800490617752,0.17995966970920563,0.22952768206596375
10,-0.0522010363638401,0.18215757608413696,0.23435860872268677
