epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,9.494406700134277,1.888310194015503,54.14965912393915,51.951560465494794,1.453125,1.4453125,1.4494974613189697,1.96875,0.080078125,猫咪 |  doors | _WALL | _door | _wall, fences |  door |  houses |  doors |  cats,0.5168067216873169,0.05882352963089943,0.9747899174690247
2,,2.825127363204956,0.7600661516189575,54.73504606882731,42.950846354166664,1.4453125,1.4453125,1.4494974613189697,1.953125,0.0927734375,猫咪 | � | � | 샆 | 곂, fences |  door |  houses |  cats |  doors,0.6428571343421936,0.43697479367256165,0.848739504814148
3,,1.5661283731460571,0.1445489525794983,48.29733072916667,41.42604166666667,1.453125,1.453125,1.4494974613189697,1.9453125,0.09716796875,猫咪 | � |  kitten | � | 샆, fences |  door |  cats |  houses |  doors,0.6974790096282959,0.48739495873451233,0.9075630307197571
4,,0.24902646243572235,0.44165438413619995,37.25,35.05052083333333,1.453125,1.453125,1.4494974613189697,1.9453125,0.09814453125,猫咪 |  kitten | � | � | ᩃ, fences |  cats |  door |  houses |  pups,0.7773109078407288,0.756302535533905,0.7983193397521973
5,,0.4474826455116272,0.08639852702617645,30.7921875,27.854947916666667,1.4453125,1.453125,1.4494974613189697,1.9453125,0.09814453125,猫咪 |  kitten | � | � | ᩃ, fences |  cats |  door |  houses |  pups,0.743697464466095,0.5714285969734192,0.9159663915634155
6,,0.23660488426685333,0.14250007271766663,25.367447916666666,25.2078125,1.453125,1.453125,1.4494974613189697,1.953125,0.09619140625,猫咪 | � |  kitten | � | ᩃ, fences |  cats |  door |  houses |  pups,0.7815126180648804,0.680672287940979,0.8823529481887817
7,,0.047992609441280365,0.34671810269355774,22.432291666666668,21.283333333333335,1.4453125,1.4453125,1.4494974613189697,1.953125,0.0927734375,猫咪 |  kitten | � | � | ᩃ, fences |  cats |  door |  dogs |  houses,0.8277310729026794,0.8151260614395142,0.8403361439704895
