epoch,wug_proj,wugs_proj,dist
1,0.011181395500898361,0.14740997552871704,0.13622857630252838
2,-0.004277958534657955,0.16317491233348846,0.167452871799469
3,-0.009240318089723587,0.1669890284538269,0.1762293428182602
4,-0.015109192579984665,0.17339646816253662,0.18850566446781158
5,-0.018146952614188194,0.1770552694797516,0.19520221650600433
6,-0.02178574539721012,0.18065202236175537,0.20243777334690094
7,-0.024895627051591873,0.18348360061645508,0.20837922394275665
8,-0.029238291084766388,0.18779218196868896,0.21703046560287476
9,-0.028202008455991745,0.18730905652046204,0.21551106870174408
10,-0.03064631298184395,0.1898319125175476,0.22047822177410126
